,player,DRAPM,ORAPM,Total_RAPM
1977,Elena Houghton,-1.7504,0.0242,-1.7262
1978,Elena Maier,0.0827,2.9946,3.0773
1979,Elena Pericic,1.6859,1.2904,2.9763
1980,Elena Rodriguez,2.0265,5.1749,7.2014
1981,Eleonora Villa,-1.0054,5.7884,4.783
1982,Eleyana Tafisi,-0.8172,2.9195,2.1023
1983,Eli Clark,-2.0198,-1.3473,-3.367
1984,Eliana Sheplee,2.5987,0.2038,2.8025
1985,Elif Dila Bayrak,0.6341,-1.804,-1.1699
1986,Elif Istanbulluoglu,0.8397,5.5295,6.3692
1987,Elina Aarnisalo,3.7482,3.4346,7.1828
1988,Elina Arike,4.0823,1.9716,6.054
1989,Elina Syniakova,0.0109,1.3388,1.3497
1990,Elina Tausinga,-0.3514,-0.2468,-0.5982
1991,Elisa Mehyar,-1.9513,-0.1593,-2.1107
1992,Elisa Mevius,3.441,5.9009,9.3419
1993,Elisabeth Aegisdottir,0.3126,2.056,2.3686
1994,Elise Hill,-0.3887,2.0846,1.6959
1995,Elise Horne,-1.2524,1.2263,-0.026
1996,Elise Jaeger,4.875,-0.2638,4.6112
1997,Elise Jones,0.5419,-0.3761,0.1658
1998,Elise Stuck,4.8045,-0.4325,4.372
1999,Elise Turrubiates,1.7697,2.0459,3.8155
2000,Elise Williams,2.8767,2.4829,5.3596
2001,Elissa Brett,5.0758,6.5727,11.6485
2002,Eliya Ellis,0.1458,-0.1378,0.008
2003,Eliza Buerk,0.798,0.7962,1.5942
2004,Eliza Hollingsworth,4.5104,9.2009,13.7114
2005,Eliza Maupin,0.8825,1.7671,2.6496
2006,Elizabeth Abiara,0.6378,2.9509,3.5887
2007,Elizabeth Archer,-0.0748,-1.0084,-1.0832
2008,Elizabeth Elliott,0.5041,4.8747,5.3788
2009,Elizabeth Field,1.2058,-2.6031,-1.3973
2010,Elizabeth Gentry,-0.2669,-1.2521,-1.519
2011,Elizabeth Kitley,3.7709,6.573,10.3439
2012,Elizabeth Lavoie,0.7587,3.5109,4.2696
2013,Elizabeth Matadi,-0.7155,-0.9308,-1.6463
2014,Elizabeth Mjaanes,-2.018,0.691,-1.3271
2015,Elizabeth Nelson,-2.4943,-0.9924,-3.4867
2016,Elizabeth Romer,4.5245,3.0197,7.5442
2017,Elizaveta Filchagina,-3.2386,-0.6767,-3.9153
2018,Ella Anciaux,3.2687,-0.2217,3.0471
2019,Ella Bradley,3.1041,2.5314,5.6355
2020,Ella Brow,1.8811,-0.2681,1.613
2021,Ella Brubaker,-3.1061,1.3542,-1.7519
2022,Ella Collier,0.2657,1.7886,2.0543
2023,Ella Cupka,-1.1297,0.0935,-1.0362
2024,Ella Doherty,0.0292,-0.4773,-0.4481
2025,Ella Fajardo,-0.8767,4.5245,3.6479
2026,Ella Farrelly,3.7699,-0.315,3.455
2027,Ella Gallatin,3.0452,0.1556,3.2008
2028,Ella Hamlin,-1.027,0.0601,-0.9669
2029,Ella Hobbs,-0.7869,0.0388,-0.7481
2030,Ella Hopkins,-0.5481,-0.7843,-1.3325
2031,Ella Johnson,6.8194,2.4753,9.2947
2032,Ella Kaleta,-0.3549,-0.6665,-1.0215
2033,Ella Kreuzer,0.2238,-1.8423,-1.6185
2034,Ella Lune,0.31,-2.3315,-2.0215
2035,Ella Mahaffey,0.0988,1.7194,1.8182
2036,Ella Meabon,-0.7818,-0.1294,-0.9112
2037,Ella Ner,2.1903,2.5249,4.7152
2038,Ella O'Donnell,-0.21,-2.5732,-2.7832
2039,Ella Pelletier,-1.3053,-0.115,-1.4204
2040,Ella Pierre-Louis,0.3622,1.7313,2.0936
2041,Ella Ray,-0.3745,-0.6553,-1.0297
2042,Ella Riggs,3.0342,-1.5003,1.5338
2043,Ella Rogers,-0.258,0.0249,-0.233
2044,Ella Sawyer,3.5534,2.5035,6.0568
2045,Ella Stemmer,-2.8439,2.1329,-0.711
2046,Ella Take,-0.1266,0.5451,0.4185
2047,Ella Uriarte,-1.0268,-0.8433,-1.8701
2048,Ella Van Weelden,0.5207,-3.4386,-2.9179
2049,Ella Wanzer,-0.4038,2.0348,1.6309
2050,Ella Weaver,0.77,-2.4133,-1.6432
2051,Ella Wedin,-0.2887,-0.678,-0.9667
2052,Ella Wigal,-1.2029,0.1143,-1.0886
2053,Ella Zimmerman,-0.9904,1.7694,0.779
2054,Elle Blatchford,1.2238,-0.1028,1.1211
2055,Elle Evans,-0.1495,6.3061,6.1565
2056,Elle Johansson,-1.6379,-2.0743,-3.7122
2057,Elle Ladine,0.7731,6.1078,6.8809
2058,Elle Motherway,-0.3882,-0.4637,-0.8519
2059,Elle Papahronis,-1.6963,0.0067,-1.6897
2060,Elle Snyder,-3.2509,-0.3138,-3.5647
2061,Elle Stauffer,-1.5542,-0.9749,-2.5291
2062,Elle Sutphin,-0.7732,4.4435,3.6703
2063,Ellen Kinnaird,-0.4901,-0.1946,-0.6846
2064,Ellery Minch,-0.0353,-1.6695,-1.7048
2065,Elli Garnett,1.0653,1.601,2.6663
2066,Elli Guiney,-0.1727,5.1255,4.9528
2067,Elli Porter,-1.6445,-0.5241,-2.1686
2068,Ellie Boni,-0.8937,-1.3507,-2.2445
2069,Ellie Brueggemann,-2.1239,3.2542,1.1303
2070,Ellie Buzzelle,-3.7553,0.5339,-3.2214
2071,Ellie Cerf,0.279,0.3519,0.6309
2072,Ellie Chen,-0.9694,1.2588,0.2894
2073,Ellie Colbeck,0.7896,1.0267,1.8163
2074,Ellie Colson,-1.1993,-1.8502,-3.0495
2075,Ellie Cronin,0.2571,0.1504,0.4075
2076,Ellie Foster,-0.9478,0.1799,-0.7678
2077,Ellie Magestro-Kennedy,-0.6284,-1.2326,-1.861
2078,Ellie McDermid,2.8168,-4.0233,-1.2065
2079,Ellie Mitchell,5.2494,2.8182,8.0676
2080,Ellie Pingree,-1.0654,0.4731,-0.5923
2081,Ellie Richardson,0.4517,1.6484,2.1002
2082,Ellie Southards,-0.7361,0.7154,-0.0207
2083,Ellie Taylor,0.7922,0.4018,1.194
2084,Elliott Jessup,0.9209,-0.1635,0.7574
2085,Elodie Lalotte,3.0411,-0.0206,3.0205
2086,Elsa Lemmila,4.5942,6.8773,11.4715
2087,Elsie Harris,1.6201,-1.0453,0.5748
2088,Elyce Knudsen,-1.921,6.9287,5.0078
2089,Elyssa Coleman,1.4298,0.0141,1.4439
2090,Elze Motekaityte,-0.6398,-0.8422,-1.4819
2091,Ema Karim,-1.0,-2.1515,-3.1515
2092,Emaia O'Brien,0.4018,1.704,2.1058
2093,Emani Bennett,3.0517,-0.8644,2.1873
2094,Emani Burks,3.0828,-0.8059,2.2769
2095,Emani Jefferson,5.8274,9.5268,15.3542
2096,Emani Jenkins,0.92,4.1191,5.0392
2097,Emani Theodule,-0.38,-0.2328,-0.6128
2098,Emani Wofford,0.3879,-1.1152,-0.7274
2099,Emari Doby,-1.5709,-0.9658,-2.5368
2100,Emaya Lewis,0.8578,-3.516,-2.6582
2101,Emaya Trahan,0.2409,-0.0316,0.2093
2102,Emelia O'Gilvie,0.0887,-0.4051,-0.3164
2103,Emely Rodriguez,-0.9201,1.7126,0.7925
2104,Emerald Parker,-2.1624,-1.291,-3.4534
2105,Emerie Bohanon,2.2905,0.3479,2.6384
2106,Emerita Mashaire,-0.8246,-3.14,-3.9647
2107,Emerson Green,0.5076,5.3598,5.8674
2108,Emerson Thompson,-0.679,0.4449,-0.2341
2109,Emilee Ebert,-0.8383,-0.2904,-1.1287
2110,Emilee Fox,0.854,4.2391,5.0931
2111,Emilee Jones,0.1466,-0.3957,-0.2491
2112,Emilee Skinner,2.3347,-0.9822,1.3526
2113,Emilee Tahata,2.6775,-1.4875,1.19
2114,Emilia Dannebauer,2.9477,-2.8227,0.125
2115,Emilia Tenbrock,-0.2036,0.1333,-0.0702
2116,Emilie Bessell,2.041,0.2225,2.2635
2117,Emilija Dakic,1.3092,3.6167,4.9259
2118,Emillia Steele,1.0002,0.2594,1.2596
2119,Emily Adams,1.052,0.142,1.194
2120,Emily Archibald,2.5996,0.3578,2.9574
2121,Emily Bessoir,0.2802,0.5219,0.8021
2122,Emily Bowman,1.6215,1.9001,3.5216
2123,Emily Bratton,-0.3058,-1.9907,-2.2965
2124,Emily Carver,-0.4477,1.0018,0.5541
2125,Emily Christenson,0.0063,0.8883,0.8946
2126,Emily Counsel,-1.9844,1.27,-0.7144
2127,Emily Eadie,0.8332,1.4106,2.2438
2128,Emily Fisher,-0.5052,3.4064,2.9012
2129,Emily Florvil,2.3184,-2.1126,0.2059
2130,Emily Foy,0.3592,3.2661,3.6253
2131,Emily Hall,-1.0414,2.3164,1.275
2132,Emily Hege,1.5978,2.176,3.7738
2133,Emily Holterhaus,-0.6498,-1.1612,-1.811
2134,Emily Howard,2.324,-1.0942,1.2297
2135,Emily Hunter,0.257,0.3903,0.6473
2136,Emily Isaacson,-3.723,1.3443,-2.3787
2137,Emily Johns,1.6093,3.1563,4.7655
2138,Emily Jones,-1.5733,-3.0302,-4.6035
2139,Emily Klaczek,1.7532,3.2639,5.0171
2140,Emily La Chapell,3.1392,4.6329,7.7721
2141,Emily McElmurry,-0.3804,0.4638,0.0834
2142,Emily Meidel,-0.0122,1.1571,1.1449
2143,Emily Mellema,6.2065,3.2741,9.4806
2144,Emily Monson,-1.4581,-0.3205,-1.7786
2145,Emily O'Connell,-1.657,-0.725,-2.382
2146,Emily Pape,1.9,-0.2179,1.6821
2147,Emily Robinson,2.8908,2.7963,5.6871
2148,Emily Rodabaugh,-0.2106,5.1209,4.9103
2149,Emily Ryan,3.1748,5.4054,8.5801
2150,Emily Saunders,4.335,-0.1058,4.2291
2151,Emily Sewell,2.3062,-1.4997,0.8064
2152,Emily Siesel,1.6845,0.9472,2.6317
2153,Emily Strachan,-2.8653,-1.9649,-4.8302
2154,Emina Kameric,-0.781,-1.3089,-2.0899
2155,Emina Selimovic,2.5632,0.168,2.7312
2156,Emirson Devenie,0.354,-0.5094,-0.1554
2157,Emiy Montes,-1.4199,0.7547,-0.6652
2158,Emiyah Cobb,2.5068,-2.1995,0.3073
2159,Emma Arca,0.5349,-1.5,-0.9652
2160,Emma Barnett,0.7243,-2.3232,-1.5989
2161,Emma Blair,-2.5515,-3.7792,-6.3307
2162,Emma Boslet,1.6271,1.804,3.4311
2163,Emma Broermann,1.8005,3.7479,5.5484
2164,Emma Bruen,-3.2034,-0.6316,-3.835
2165,Emma Calvert,3.6737,5.2548,8.9284
2166,Emma Chardon,-1.4673,0.5382,-0.9291
2167,Emma Dasovich,-1.3811,-0.067,-1.4481
2168,Emma Donnelly,1.3707,-4.225,-2.8543
2169,Emma Egan,0.8651,-1.8743,-1.0092
2170,Emma Fox,0.2012,-0.9171,-0.7159
2171,Emma Haan,-2.3072,-0.1384,-2.4457
2172,Emma Hakonardottir,-0.8614,0.5181,-0.3433
2173,Emma Heaney,-0.958,1.4202,0.4623
2174,Emma Hess,1.1225,3.3527,4.4752
2175,Emma Imevbore,1.5898,-0.4551,1.1346
2176,Emma Johansson,3.8485,-0.7531,3.0954
2177,Emma Kate Tittle,-1.2322,1.9993,0.767
2178,Emma King,-2.5053,0.5503,-1.955
2179,Emma Kirby,-1.9008,-1.7485,-3.6493
2180,Emma Koabel,3.5801,0.9908,4.5708
2181,Emma Larios,-1.1719,-1.2384,-2.4103
2182,Emma Lizotte,1.1827,-0.3792,0.8035
2183,Emma LoPinto,1.1748,1.4855,2.6603
2184,Emma Lucio,-0.957,-2.4843,-3.4413
2185,Emma Lytle,1.0596,-2.5526,-1.493
2186,Emma Miner,-0.0734,-1.6979,-1.7712
2187,Emma Nolan,0.9966,-0.617,0.3796
2188,Emma NuQuay,-1.0467,0.5616,-0.4851
2189,Emma Olausson,0.9769,1.1502,2.1272
2190,Emma Risch,-1.8037,1.8027,-0.001
2191,Emma Ronsiek,2.2044,4.7295,6.9339
2192,Emma Shaffer,3.0411,0.1013,3.1424
2193,Emma Shields,-1.7003,-2.8635,-4.5638
2194,Emma Shumate,2.1017,5.9535,8.0552
2195,Emma Smith,-0.3813,2.5249,2.1437
2196,Emma Soldis,0.5318,0.1462,0.6779
2197,Emma Strelein,-2.2266,0.7461,-1.4805
2198,Emma Svoboda,-2.3234,-1.831,-4.1545
2199,Emma Tecca,-0.1081,-0.0063,-0.1145
2200,Emma Theodorsson,-0.673,2.924,2.251
2201,Emma Tolan,-1.2947,4.2509,2.9562
2202,Emma Trawally Porta,3.8245,4.5776,8.4021
2203,Emma Troxell,-0.2021,3.6706,3.4685
2204,Emma Utterback,0.4045,0.3181,0.7226
2205,Emma Von Essen,-3.9961,0.9235,-3.0726
2206,Emma Wallhoff,0.903,-1.8356,-0.9326
2207,Emma West,-1.2036,-3.6993,-4.9029
2208,Emma Wilson-Saltos,0.2045,0.5801,0.7846
2209,Emma Zuccon,-0.0358,-0.1907,-0.2265
2210,Emmah McAmis,1.9161,-2.7132,-0.7972
2211,Emme Shearer,5.0762,6.1175,11.1937
2212,Emmi Rinat,0.8066,2.8895,3.6961
2213,Emmie Streams,1.6042,-2.4891,-0.8849
2214,Emmy Roach,-0.3566,-2.3194,-2.676
2215,Emmy Stout,0.6865,3.5765,4.263
2216,Emory Klatt,1.5283,-1.2602,0.2681
2217,Empress Roberts,1.8995,-5.8526,-3.9531
2218,Emri Lovell,-0.2026,-0.5208,-0.7234
2219,Emrie Ellis,-0.0689,0.0675,-0.0015
2220,Emy Hayford,-1.1685,2.4515,1.2829
2221,En'Dya Buford,0.3099,3.8547,4.1646
2222,Endyia Rogers,3.7471,3.473,7.2201
2223,Ene Adams,0.9021,-0.264,0.6381
2224,Eniya Russell,5.0396,5.9043,10.9438
2225,Enjulina Gonzalez,5.4316,2.1162,7.5478
2226,Eno Inyang,2.1857,0.0084,2.1942
2227,Enya Maguire,-1.9826,1.0458,-0.9369
2228,Ereauna Hardaway,3.9443,0.2125,4.1569
2229,Eri Blithikioti,3.3519,2.4592,5.8111
2230,Erianna Gooden,3.7441,0.2369,3.981
2231,Erica Adams,-0.9612,-2.8005,-3.7617
2232,Erica Carr,1.7946,-0.0249,1.7698
2233,Erica Collins,0.2666,0.9319,1.1986
2234,Erica Hall,-1.7618,-0.2957,-2.0575
2235,Erica King,1.9701,-0.9336,1.0365
2236,Erica Lafayette,0.0202,2.7719,2.7921
2237,Erica Moon,-1.3733,-0.4993,-1.8727
2238,Ericka Huggins,-0.5116,-2.1643,-2.6759
2239,Erika Aspajo,2.1877,0.8868,3.0745
2240,Erika Porter,0.389,3.6283,4.0172
2241,Erin Condron,1.1474,1.1904,2.3378
2242,Erin Doherty,0.0505,-0.9867,-0.9362
2243,Erin Fox,0.8442,0.3832,1.2274
2244,Erin Harris,-0.3597,-0.1396,-0.4993
2245,Erin Henry,-2.1506,-3.4186,-5.5692
2246,Erin Houpt,-3.5561,1.6438,-1.9123
2247,Erin Leary,1.6931,1.8798,3.5729
2248,Erin Maguire,-0.8833,-0.3625,-1.2458
2249,Erin Martin,0.1965,-0.6857,-0.4892
2250,Erin Powell,-1.5183,1.8925,0.3741
2251,Erin Rodgers,1.9249,-2.8698,-0.9449
2252,Erin Stack,1.1752,1.6918,2.867
2253,Erin Sweeney,0.5013,1.6856,2.1869
2254,Erin Tack,0.3225,0.4276,0.7501
2255,Erin Tarasow,-1.3376,2.4136,1.0759
2256,Erin Toller,-2.3846,2.8003,0.4157
2257,Erin Turral,3.2025,0.1952,3.3977
2258,Erin Wilson,0.8099,3.2726,4.0825
2259,Erin Woodson,3.7526,0.6676,4.4202
2260,Eriny Kindred,0.9736,1.475,2.4487
2261,Eris Lester,3.8501,2.8805,6.7306
2262,Eryn McKinzie,-2.3379,-1.4077,-3.7456
2263,Erynn Barnum,0.0187,4.0738,4.0926
2264,Erynn Williams,0.3093,-0.4492,-0.1399
2265,Ese Ogbevire,0.0046,2.1763,2.1809
2266,Eseosa Imafidon,0.5993,-1.23,-0.6307
2267,Esmeralda Morales,0.0347,6.0148,6.0495
2268,Esmery Martinez,4.8036,1.1478,5.9514
2269,Essence Brown,0.8802,3.0316,3.9119
2270,Essence Cody,5.5947,4.236,9.8307
2271,Estel Puiggros,5.2057,4.2477,9.4534
2272,Esther Kursite,-0.9724,-3.0349,-4.0073
2273,Esther Little,-1.5389,-0.0602,-1.5991
2274,Esther Matarranz,5.1419,0.6007,5.7426
2275,Esther Rodellar,-0.8358,-1.5151,-2.3509
2276,Estie Varga,0.8773,-5.7585,-4.8813
2277,Eszter Turi,-2.8006,-2.5773,-5.3779
2278,Eva Andrews,-0.9385,-1.5457,-2.4842
2279,Eva Bradshaw,0.8124,0.5016,1.314
2280,Eva DeChent,-0.5601,0.5474,-0.0127
2281,Eva Garabadian,-0.7547,-0.1126,-0.8672
2282,Eva Levingston,0.8347,-0.0382,0.7965
2283,Eva Pardo-Campillo,0.983,0.8898,1.8728
2284,Eva Ruse,0.4674,0.4329,0.9002
2285,Evalyse Cole,0.881,3.3154,4.1963
2286,Evan Miller,-1.7163,0.1747,-1.5415
2287,Evangelia Davlakou,-0.8033,-0.8661,-1.6695
2288,Evangelia Paulk,2.7976,4.7054,7.503
2289,Evangelina Parrish,-6.3837,-2.4685,-8.8521
2290,Evanne Turner,-0.89,1.1443,0.2543
2291,Eve Alexander,1.5177,2.5226,4.0402
2292,Eve Fiala,1.0937,-2.32,-1.2263
2293,Evelien Lutje Schipholt,2.18,1.4012,3.5812
2294,Evelina Otto,2.0358,1.7,3.7358
2295,Evie Bruce,0.2134,1.4849,1.6983
2296,Evie DePetro,2.595,1.7731,4.3681
2297,Evie Goetz,-1.3743,0.2682,-1.1061
2298,Evie Van Der Woude,-2.0154,-1.0379,-3.0533
2299,Evyn Carrier,-3.158,-1.1054,-4.2635
2300,Ewa Kielar,0.0889,-1.3356,-1.2467
2301,Eylia Love,4.4026,0.0088,4.4114
2302,Fabienne Eggenschwiler,0.7231,0.6979,1.4211
2303,Fadima Tall,2.0707,5.8718,7.9424
2304,Faith Acker,0.7653,-0.287,0.4783
2305,Faith Adams,1.8665,-0.1114,1.7551
2306,Faith Alston,1.6865,2.3225,4.009
2307,Faith Blackstone,1.3094,0.9043,2.2138
2308,Faith Blethen,3.2583,-2.2331,1.0252
2309,Faith Burch,1.1054,0.8524,1.9578
2310,Faith Carson,-0.1232,-0.8653,-0.9884
2311,Faith Dut,3.5295,0.4352,3.9647
2312,Faith Fedd-Robinson,2.5843,0.813,3.3973
2313,Faith Feuerbach,-4.7734,-2.3676,-7.141
2314,Faith Lee,1.8447,-1.5712,0.2735
2315,Faith Masonius,3.2393,6.6427,9.882
2316,Faith Okorie,-2.122,0.2828,-1.8392
2317,Faith Pappas,-2.1796,-3.6388,-5.8184
2318,Faith Phillips,-5.1363,-1.2321,-6.3684
2319,Faith Price,-0.4162,1.1402,0.724
2320,Faith Stinson,1.1201,1.8888,3.0088
2321,Faith Walker,4.2779,2.5872,6.8652
2322,Faith Wiseman,-1.966,-1.1823,-3.1483
2323,Faith Wylder,-0.3918,-0.7284,-1.1203
2324,Falon Bedke,0.2448,0.6529,0.8977
2325,Fanta Daffe,1.1045,-4.2403,-3.1358
2326,Fanta Gassama,2.2728,2.1713,4.4441
2327,Fanta Kone,2.4351,-0.1257,2.3094
2328,Fantasia James,-0.7845,0.4685,-0.316
2329,Fatima Diakhate,1.557,1.5429,3.0999
2330,Fatima Ibrahim,0.0579,-0.2301,-0.1721
2331,Fatima Lee,0.0301,3.0154,3.0455
2332,Fatime Seck,1.5245,-0.6237,0.9007
2333,Fatmata Janneh,2.778,1.2472,4.0252
2334,Fatou Diakite,2.2397,-2.6571,-0.4174
2335,Fatou Samb,0.5131,-2.9721,-2.4591
2336,Fatou Sane,-0.6066,2.4639,1.8573
2337,Fatoumata Jaiteh,5.5205,-1.212,4.3085
2338,Fatu Djalo,1.1503,0.9698,2.1201
2339,Favor Ayodele,4.3645,2.0313,6.3959
2340,Favour Anyaele,-0.019,1.5007,1.4816
2341,Favour Nwaedozi,6.2105,5.126,11.3365
2342,Favour Onoh,0.187,0.1615,0.3484
2343,Faye Parker,1.1017,1.4972,2.5989
2344,Feliah Greer,1.7536,-3.5629,-1.8093
2345,Felicia Jacobs,0.2736,-3.1675,-2.8939
2346,Felicia Schoelander,-3.0131,-0.3318,-3.3449
2347,Felmas Koranga,0.1745,1.6027,1.7773
2348,Femi Funeus,-1.0889,0.2482,-0.8407
2349,Femme Masudi,0.9987,-1.8136,-0.8149
2350,Fenishka Bertho,-1.6869,0.2844,-1.4025
2351,Feryal Defne Atli,3.1766,2.1665,5.3431
2352,Fia Proctor,-1.4262,1.3194,-0.1068
2353,Filipa Barros,1.6209,1.6382,3.2591
2354,Filipa Calisto,-0.1619,-3.1869,-3.3488
2355,Filippa Goula,-0.4573,-0.195,-0.6523
2356,Filippa Tilliander,-1.2623,0.5999,-0.6624
2357,Finau Tonga,-1.1406,3.0371,1.8966
2358,Finley Lohan,2.8703,3.0949,5.9651
2359,Fiona Connolly,0.554,-2.6439,-2.0899
2360,Fiona Diomande,0.0195,-0.3849,-0.3654
2361,Fiona Hastick,0.724,3.505,4.229
2362,Flau'Jae Johnson,5.4455,7.698,13.1435
2363,Flau'jae Johnson,3.9292,7.0119,10.9411
2364,Fliss Henderson,1.5479,4.1381,5.686
2365,Floor Toonders,1.0075,-1.3271,-0.3195
2366,Flora Goed,4.2125,0.7508,4.9633
2367,Florence Dallow,1.1868,1.9705,3.1574
2368,Florrie Cotterill,-0.7745,-1.9102,-2.6847
2369,Fortuna Ngnawo,6.7835,3.5137,10.2972
2370,Frances Anyakudo,-0.3004,-1.1222,-1.4227
2371,Frances Brown,0.5193,-0.6538,-0.1345
2372,Frances Morris,-1.3904,-0.2657,-1.6561
2373,Frances Ulysse,-0.6485,1.7621,1.1136
2374,Francie Morris,1.4003,1.994,3.3942
2375,Franka Wittenberg,1.8167,0.4759,2.2926
2376,Frannie Hottinger,0.8525,4.1098,4.9622
2377,Freja Werth,2.5791,2.8573,5.4364
2378,Freya Jensen,-0.5925,1.6618,1.0694
2379,Frida Formann,2.2734,8.4829,10.7563
2380,Frode Flos van der Schans,1.4323,-1.635,-0.2028
2381,Fujika Nimmo,-0.6738,0.4616,-0.2122
2382,Funmi Amode,0.4115,-1.9962,-1.5847
2383,Gabbi Cartagena,0.4381,-1.885,-1.4469
2384,Gabbie Grooms,-0.6868,-1.2857,-1.9725
2385,Gabbie Marshall,3.0098,8.862,11.8718
2386,Gabby Anderson,4.2109,1.0378,5.2488
2387,Gabby Betton,-2.2797,1.0269,-1.2528
2388,Gabby Brooks,0.1975,0.636,0.8335
2389,Gabby Bunch,-3.375,-2.3614,-5.7364
2390,Gabby Casey,-0.2872,6.2375,5.9503
2391,Gabby Elliott,3.3171,2.0166,5.3336
2392,Gabby Giuffre,1.4012,-2.7708,-1.3696
2393,Gabby Grantham-Medley,-0.0869,-2.2472,-2.3341
2394,Gabby Gregory,3.355,1.9881,5.343
2395,Gabby Harris,0.2326,-0.0194,0.2131
2396,Gabby Hutcherson,-3.8943,-0.0243,-3.9186
2397,Gabby Jackson,0.244,-0.8012,-0.5573
2398,Gabby Johnson,0.7664,-1.2808,-0.5144
2399,Gabby Louther,2.4004,1.5644,3.9649
2400,Gabby Mundy,1.8599,2.8038,4.6637
2401,Gabby Razzano,-2.9184,-0.8409,-3.7593
2402,Gabby Reynolds,2.0717,2.8243,4.8961
2403,Gabby Robinson,2.2016,-2.7581,-0.5566
2404,Gabby Robinson Forde,-1.1886,-1.6736,-2.8621
2405,Gabby Ross,-1.7809,-2.2117,-3.9926
2406,Gabby Scott,-0.9999,0.4849,-0.515
2407,Gabby Smalls,0.3107,-3.8863,-3.5756
2408,Gabby Turco,-1.7715,-0.0992,-1.8706
2409,Gabby White,4.1248,1.6204,5.7452
2410,Gabby Wilke,1.1027,-0.8494,0.2533
2411,Gabi Fields,1.4062,3.2807,4.6869
2412,Gabi Saxman,-0.6224,0.9661,0.3437
2413,Gabi Vidmar,0.5001,1.3994,1.8995
2414,Gabriela Bendeck-Giron,-0.992,-1.621,-2.6129
2415,Gabriela Falcao,5.6388,0.1658,5.8045
2416,Gabriela Jaquez,4.528,8.9669,13.4948
2417,Gabriela Stevens,0.7802,0.2431,1.0233
2418,Gabriella Kelley,-0.0924,0.0436,-0.0488
2419,Gabrielle Abigor,1.6996,-1.8573,-0.1577
2420,Gabrielle Johnson,-0.1385,0.4724,0.334
2421,Gabrielle Jung,0.8003,-2.2407,-1.4403
2422,Gabrielle Kennerly,0.8194,1.9278,2.7472
2423,Gabrielle Sweeney,0.2611,-0.6498,-0.3887
2424,Gabrielle Wener,0.0516,0.0087,0.0602
2425,Gal Raviv,2.4147,5.7324,8.1471
2426,Gal-la Font,0.4771,-1.1334,-0.6563
2427,Gandy Malou-Mamel,0.0424,0.1327,0.1751
2428,Gara Beth Self,1.2608,-1.9893,-0.7285
2429,Garrisen Freeman,2.1568,-2.0854,0.0714
2430,Gemima Motema,0.9958,-1.718,-0.7222
2431,Gemma Cutler,-0.3452,-0.9775,-1.3228
2432,Gemma Gruttner Bacoul,-0.6518,0.0378,-0.614
2433,Gemma Nunez,5.1846,5.0059,10.1905
2434,Gemma Walker,-1.438,-3.7598,-5.1978
2435,Genesis Bryant,0.4033,6.7653,7.1686
2436,Genesis Harris,-0.9645,-0.3897,-1.3543
2437,Genevieve Coleman,1.1682,2.9115,4.0797
2438,Genevive Wedemeyer,2.495,-4.1319,-1.6369
2439,Genna Wienecke,0.3786,0.0391,0.4177
2440,Genovea Johnson,0.2742,1.7314,2.0056
2441,Gentry Baldwin,1.2982,2.4362,3.7345
2442,Georgi Buzzetti,0.2461,-3.623,-3.3769
2443,Georgia Amoore,6.0923,8.8456,14.9379
2444,Georgia Cox,-3.1473,-0.1014,-3.2487
2445,Georgia Gray,2.1068,0.8618,2.9686
2446,Georgia Grigoropoulou,0.833,3.5404,4.3735
2447,Georgia Heine,1.8439,-0.1266,1.7174
2448,Georgia Simonsen,1.9771,2.2859,4.263
2449,Georgia Woolley,1.2548,6.3564,7.6112
2450,Gerda Raulusaityte,1.2145,1.4343,2.6488
2451,Gerlyn Smith,-1.4668,-1.7319,-3.1988
2452,Gia Adams,3.7722,4.0716,7.8438
2453,Gia Cooke,0.7661,-0.256,0.5101
2454,Gia Pissott,-0.5942,-0.2961,-0.8903
2455,Gia Powell,-2.0655,0.9938,-1.0718
2456,Giana Hernandez-Boulden,-2.6493,-1.2138,-3.8631
2457,Giana Hoddinott,-0.2013,0.8393,0.638
2458,Giana Provenzano,-0.1143,-0.9537,-1.068
2459,Gianna Aiello,2.0565,0.1919,2.2484
2460,Gianna Angiolet,-0.9655,1.5132,0.5476
2461,Gianna Corbitt,5.2606,5.4066,10.6672
2462,Gianna Gentry,-0.161,-0.3743,-0.5353
2463,Gianna Kneepkens,1.2832,12.3057,13.5889
2464,Gianni Boone,1.6303,3.6234,5.2537
2465,Gift Ezekiel,5.3688,0.7633,6.1321
2466,Gift Uchenna,0.1778,3.4114,3.5892
2467,Gigi Bower,0.0631,0.0772,0.1403
2468,Gigi Gonzalez,4.1823,2.503,6.6853
2469,Gillian Bears,-0.6668,-2.385,-3.0518
2470,Gina Davorija,-0.9827,-4.485,-5.4677
2471,Gina Garcia,2.9742,4.7653,7.7395
2472,Gina Marxen,1.7973,4.5173,6.3146
2473,Gisela Sanchez,0.1651,0.6109,0.7759
2474,Gisela Segura,-0.108,-1.0164,-1.1244
2475,Gisela Vazquez Segura,-4.971,-2.9026,-7.8736
2476,Gisella Maul,3.3188,3.9115,7.2303
2477,Giselle Davis,0.5858,0.1097,0.6955
2478,Giselle Eke,-0.5435,-9.556,-10.0995
2479,Grace Arnolie,4.8922,3.9103,8.8025
