,player,DRAPM,ORAPM,Total_RAPM
1590,Clarence Djuela,1.0415,1.2068,2.2483
1591,Clarice Akunwafo,1.3832,4.1645,5.5477
1592,Clarissa Craig,0.3305,-0.8343,-0.5038
1593,Clarke Jackson,-1.0464,-0.5652,-1.6116
1594,Claudia Acin,-0.7358,4.8719,4.1361
1595,Claudia Clement,0.4015,-1.9254,-1.5239
1596,Claudia Diez,0.0607,0.636,0.6966
1597,Claudia Fiel,-1.5288,1.0157,-0.513
1598,Claudia Gallegos,-1.3432,-1.9011,-3.2444
1599,Claudia Jimenez,0.5801,0.3553,0.9354
1600,Claudia Langarita,-0.9176,-0.238,-1.1557
1601,Claudia Marina Gonzalez,-1.0203,0.3855,-0.6348
1602,Clearia Peterson,0.2245,-0.3672,-0.1427
1603,Clementina Odom,0.4064,-2.3749,-1.9685
1604,Clemisha Prackett,-1.102,1.0649,-0.037
1605,Cloe Vecina,-0.8923,1.9341,1.0418
1606,Coco Urlacher,-0.3632,0.4517,0.0885
1607,Colbi Maples,0.7572,2.7757,3.5329
1608,Colleen Bucknor,-0.0359,0.4366,0.4007
1609,Colleen McQuillen,0.9418,5.1238,6.0656
1610,Comari Mitchell,-1.7682,0.7502,-1.018
1611,Constance Ogbeide,-0.3916,-0.2814,-0.6731
1612,Cora Horvath,-1.8727,1.2924,-0.5803
1613,Cora Olsen,-0.782,0.5607,-0.2213
1614,Coral Mason,-1.7095,-0.4647,-2.1742
1615,Cordasia Harris,-1.8615,-1.2116,-3.0731
1616,Cori Allen,2.4416,2.2522,4.6938
1617,Cori Lard,3.0055,2.3133,5.3188
1618,Cori Wilcox,0.5831,-0.1155,0.4676
1619,Coriah Beck,0.9763,1.901,2.8773
1620,Corina Carter,-2.9221,0.907,-2.015
1621,Corina Suarez-Tudela,-0.1538,1.5379,1.3841
1622,Cornelia Ellington,-4.581,-0.2359,-4.8169
1623,Corniya Clay,-0.3608,-1.2683,-1.6292
1624,Corrie McLaughlin,-1.1537,-1.8878,-3.0415
1625,Cory Santoro,-2.0398,-0.1018,-2.1417
1626,Coryn Watts,-3.9165,2.342,-1.5745
1627,Corynne Hauser,1.0731,0.4663,1.5394
1628,Cotie McMahon,2.7071,8.5122,11.2193
1629,Coumba Keita,-0.0236,0.0163,-0.0074
1630,Courtlyn Loudermill,-1.5303,1.2854,-0.2449
1631,Courtney Becker,0.4942,7.4992,7.9935
1632,Courtney Blakely,1.7123,3.2589,4.9712
1633,Courtney Dahlquist,0.7905,1.7046,2.4952
1634,Courtney Davis,-2.82,1.5624,-1.2576
1635,Courtney Moore,0.1595,3.2871,3.4466
1636,Courtney Ogden,1.8486,6.1786,8.0272
1637,Courtney Prenger,-1.7293,1.0457,-0.6836
1638,Courtney Swider,0.0634,1.9814,2.0448
1639,Courtney Turner,-0.383,0.7415,0.3585
1640,Courtney Whitson,0.4632,5.9424,6.4056
1641,Courtney Wristen,-0.076,2.444,2.3681
1642,Crislyn Rose,1.2221,1.8393,3.0614
1643,Cristen Carter,-1.2589,0.1669,-1.092
1644,Cristina Garcia,-0.8358,-1.8921,-2.7279
1645,Cristina Gil Abad,0.6146,0.4724,1.087
1646,Cristina Parrella,-0.549,0.7506,0.2016
1647,Cristina Rojas Acevedo,-0.1391,0.0816,-0.0575
1648,Cristina Sanchez Cerqueira,0.0316,2.615,2.6466
1649,Crystal Hayes,0.1426,0.1282,0.2708
1650,Crystal Henderson,-1.9587,3.0989,1.1402
1651,Crystal Schultz,-6.1532,-1.3245,-7.4777
1652,Crystal Smith,-1.1054,1.3834,0.2781
1653,Crystal Wang,-2.035,2.2083,0.1733
1654,Crystal White,-0.3588,-0.2451,-0.604
1655,Cur'Tiera Haywood,-1.8844,1.911,0.0266
1656,Cyan Dyke,1.1085,-1.2265,-0.118
1657,Cyanne Coe,1.8622,2.5557,4.4179
1658,Cydney Curtis,-0.83,-0.1883,-1.0183
1659,Cydney Johnson,0.3871,-0.6606,-0.2736
1660,Cydney Rivera,-0.6264,-0.056,-0.6823
1661,Cyndea Labissiere,-1.4491,0.3539,-1.0952
1662,Cyriah Griffin,-1.0578,-1.9016,-2.9595
1663,D'Arrah Allen,-4.6171,-0.6242,-5.2413
1664,D'Asia Thomas-Harris,-1.0534,-0.8447,-1.8981
1665,D'Mya Griffin,0.4257,1.2832,1.7088
1666,D'Mya Tucker,0.701,0.7355,1.4365
1667,D'Myjah Bolds,-0.4683,-0.1153,-0.5836
1668,D'Shantae Edwards,2.0684,1.7599,3.8283
1669,D'Yanis Jimenez,0.5427,-2.3842,-1.8415
1670,D'Yanna Maxey,0.2166,1.1035,1.3201
1671,DJ McCarty,-0.7847,0.7418,-0.0429
1672,Da'Brya Clark,1.1286,1.229,2.3576
1673,Da'Kariya Jackson,-1.2516,0.7646,-0.487
1674,Da'Myiah Lewis,-4.1138,0.8329,-3.2809
1675,DaKiyah Sanders,-1.8324,-3.7321,-5.5644
1676,Dacia Jones,-0.7031,-0.1357,-0.8388
1677,Dacia Lewandowski,0.6753,0.1259,0.8012
1678,Daeja Holmes,-1.4318,1.0543,-0.3775
1679,Daejah Phillips,-2.093,3.5562,1.4631
1680,Daejah Richmond,-1.6583,0.7505,-0.9078
1681,Daelyn Craig,-0.4648,2.125,1.6601
1682,Daffa Cissoko,-0.1565,0.1898,0.0333
1683,Dagne Apsite,-0.1149,-0.7986,-0.9135
1684,Dagny Slomack,-4.5307,3.1965,-1.3342
1685,DaiJa Turner,-0.0651,0.1456,0.0804
1686,Daija Powell,0.1714,2.1158,2.2872
1687,Daijah Smith,-1.5712,2.4499,0.8787
1688,Daimoni Dorsey,-1.4581,1.3458,-0.1122
1689,Dais'Ja Trotter,0.2405,1.0207,1.2612
1690,Daisha Bradford,0.7721,4.0425,4.8147
1691,Dajia Harvey,-1.1632,1.2734,0.1102
1692,Dakieran Turner,-0.0258,2.1392,2.1134
1693,Dakota Alston,-1.145,0.1213,-1.0238
1694,Dakota Howard,2.4906,4.6927,7.1833
1695,Dakota McCaughan,-2.032,0.1252,-1.9068
1696,Dakota Nap,-1.9206,0.6709,-1.2497
1697,Dakota Phillips,-0.3088,0.9316,0.6228
1698,Dakota Reeves,-0.8147,1.445,0.6303
1699,Dalanna Carter,-0.0931,-0.4383,-0.5314
1700,Dalayah Daniels,2.5432,4.33,6.8732
1701,Dalayja Hurt-Floyd,-0.162,0.4296,0.2675
1702,Dallas Pierce,-4.4741,0.5795,-3.8947
1703,Dally Moreno,-3.2519,0.4683,-2.7836
1704,Dallysshya Moreno,-0.6491,-0.2646,-0.9136
1705,Damara Allen,0.2889,3.3136,3.6025
1706,Damaris Rodriguez,-4.0126,1.4655,-2.5471
1707,Damilola Sule,1.541,2.508,4.049
1708,Danae McNeal,0.1611,3.7773,3.9384
1709,Danae Powell,-0.8279,1.8927,1.0648
1710,Danai Papadopoulou,-2.1457,1.0562,-1.0894
1711,Danaijah Williams,-0.2229,2.0118,1.7889
1712,Danaya Stokes,-0.2476,1.0886,0.841
1713,Danelle Arigbabu,0.0572,3.5355,3.5927
1714,Dani Bartsch,0.2198,7.5965,7.8163
1715,Dani Bayes,-0.6187,2.5621,1.9434
1716,Dani Carnegie,3.2321,9.7497,12.9818
1717,Dani Ceseretti,-0.3014,3.4352,3.1338
1718,Dani Grim,-0.7216,-0.1569,-0.8785
1719,Dani Haskell,-3.6858,1.8187,-1.8671
1720,Dani McTeer,1.0888,1.3462,2.4351
1721,Daniah Trammell,-3.0682,1.0083,-2.0598
1722,Daniela Abies,1.1039,3.4956,4.5995
1723,Daniela Falcon Hernandez,-0.7279,0.3731,-0.3548
1724,Daniela Gonzalez,-0.6543,0.4625,-0.1918
1725,Daniela Lopez,-1.9892,2.8317,0.8425
1726,Daniela Vallecilla,0.4038,2.0319,2.4356
1727,Daniella Velez,-4.1877,-1.3181,-5.5058
1728,Danielle Cameron,-0.6136,1.5975,0.9838
1729,Danielle Osho,1.7022,-0.7064,0.9957
1730,Danielle Rauch,-0.4826,0.4125,-0.0701
1731,Danielle Robinson,0.1347,-2.46,-2.3253
1732,Danielle Vuletich,-1.1389,2.8915,1.7527
1733,Danielle Williamsen,-1.2619,3.8281,2.5662
1734,Danijela Kujovic,-0.3873,0.1411,-0.2461
1735,Danika Galea,-1.6787,0.6334,-1.0453
1736,Danja Stafford,2.4535,3.4226,5.8761
1737,Danni Scully,-1.4442,-0.7773,-2.2215
1738,Danyel Middleton,1.3878,3.7807,5.1685
1739,Daphane White,-0.6745,0.8528,0.1782
1740,Dara Capaldi,-2.7321,3.4902,0.7581
1741,Darcy Jardine,-0.2007,-0.0763,-0.277
1742,Daria Nestorov,-2.1428,2.7568,0.614
1743,Daria Shelby,-3.8184,-0.8076,-4.626
1744,Daria Shiskina,-1.8814,-0.122,-2.0034
1745,Darian Burgin,-1.3839,-1.2134,-2.5973
1746,Darian White,-0.4366,3.2255,2.7889
1747,Darianna Littlepage-Buggs,2.5505,8.2078,10.7583
1748,Dariasia Pitts,-0.4954,-1.1126,-1.608
1749,Darrione Rogers,0.395,5.4241,5.8191
1750,Darrionna Howard,-0.4199,0.2667,-0.1532
1751,Daryn Hickok,-0.7437,1.3587,0.615
1752,Dasha Biriuk,-0.665,2.0683,1.4033
1753,Dasha Macmillan,-0.3256,0.2159,-0.1097
1754,Dasia Hyams,-2.6419,-0.3073,-2.9492
1755,Dasia Turner,-1.722,1.336,-0.386
1756,Dasia Young,1.1073,1.9571,3.0645
1757,Davai Matthews,0.5111,-1.6845,-1.1735
1758,Daviane Mindoudi,-0.5814,2.6097,2.0283
1759,Davina Smith,-1.7763,0.2995,-1.4768
1760,Dawson Jemerson,1.0283,2.2214,3.2497
1761,Dayana Mendes,2.4883,4.1038,6.592
1762,Daylani Ballena,-3.3159,4.1237,0.8078
1763,Daylee Dunn,1.4641,1.8725,3.3366
1764,Daysha Salgado,-0.3496,2.0289,1.6793
1765,Dayshanette Harris,0.4829,7.164,7.6469
1766,Dayshawna Carter,-0.7632,-0.7406,-1.5037
1767,Dayuna Colvin,0.8272,-0.1643,0.6628
1768,Dazia Lawrence,1.1772,5.4935,6.6708
1769,De'Ahna Richardson,-1.6058,-0.5677,-2.1735
1770,De'Mauri Flournoy,0.2209,4.4789,4.6999
1771,De'Myla Brown,-1.4615,1.3849,-0.0767
1772,De'Naya Rippey,-2.9786,-0.3109,-3.2895
1773,De'Shawnti Thomas,-3.1831,1.0398,-2.1434
1774,DeAnna Wilson,1.6916,1.7562,3.4478
1775,DeArica Pryor,-2.4119,3.4918,1.0798
1776,DeMya Young,1.6116,0.9274,2.539
1777,DeYona Gaston,1.05,5.3214,6.3714
1778,Dea Pushkolli,0.3098,0.0947,0.4045
1779,Deaja Richardson,-2.1718,-0.1826,-2.3544
1780,Deanay Watson,-3.4501,2.7345,-0.7156
1781,Deannasty Smith,-0.6876,-0.3756,-1.0632
1782,Deasia Merrill,-1.517,2.9365,1.4196
1783,Deb Orianegbena,-1.6084,1.1556,-0.4528
1784,Debora Dos Santos,5.09,5.1146,10.2046
1785,Deborah Davenport,2.4151,0.1475,2.5626
1786,Deborah Mukeba Kasanda,-0.5909,0.1825,-0.4084
1787,Deborah Ogayemi,3.6811,-1.0003,2.6808
1788,Deborrah Seitu-Redmon,-0.5753,2.3501,1.7748
1789,Debra Hill,-0.9841,1.2844,0.3002
1790,Debreasha Powe,1.3112,8.047,9.3582
1791,Dee Alexander,-2.5353,0.7804,-1.7548
1792,Dee Dee Davis,0.6401,3.6798,4.3199
1793,Dee Haymer,1.0278,1.4724,2.5002
1794,DeeDee Hagemann,0.6373,6.8968,7.534
1795,DeeDee Shephard,-1.4755,0.4715,-1.0041
1796,Deivejon Harris,-2.7725,0.5704,-2.2021
1797,Deja Bristol,2.1103,1.9069,4.0172
1798,Deja Davis,-0.6756,2.6647,1.9892
1799,Deja Evans,0.1948,0.1028,0.2975
1800,Deja Jones,-2.4209,0.0466,-2.3743
1801,Deja Kelly,1.8781,5.9727,7.8508
1802,Deja Lee,2.0091,5.9922,8.0012
1803,Deja Lumsden,-2.3745,1.523,-0.8515
1804,Deja Williams,-1.5897,3.2601,1.6704
1805,Deja Young,-0.7365,-0.3955,-1.132
1806,Dejah Jenkins,-0.4478,-1.0519,-1.4997
1807,Del'Janae Williams,4.3239,1.1266,5.4505
1808,Delainey Miller,-0.1512,3.3353,3.1841
1809,Delaney Gibb,-1.0518,4.1658,3.1141
1810,Delaney Hogan,-0.2887,-0.0904,-0.3791
1811,Delaney Richason,-0.5782,2.1691,1.5909
1812,Delaney Snyder,-2.3945,1.1292,-1.2653
1813,Delaney Thomas,4.9576,5.5213,10.4789
1814,Delaney Yarborough,0.2956,1.2112,1.5068
1815,Delanie Crawford,1.2807,3.0669,4.3476
1816,Delanie Hill,0.9066,4.9362,5.8428
1817,Delaynie Byrne,-1.1679,1.8365,0.6686
1818,Delma Zita,-1.2631,2.9813,1.7181
1819,Demeara Hinds,1.9134,3.9438,5.8572
1820,Demetria Prewitt,2.0283,0.0221,2.0504
1821,Demi Gentry,-1.0357,-0.6018,-1.6374
1822,Demi Washington,0.2527,2.1562,2.4088
1823,Demonnie Lagway,-2.5178,-1.8587,-4.3765
1824,Demya Porter,0.2625,2.4494,2.7119
1825,Dena Jarrells,-0.0977,3.5538,3.4561
1826,Denae Carter,3.9763,3.2571,7.2334
1827,Denae Fritz,4.06,4.8634,8.9234
1828,Denai Bowman,-1.2693,1.1984,-0.071
1829,Denali Craig-Edwards,-2.1761,0.8388,-1.3372
1830,Denali Pinto,-1.5888,-0.3324,-1.9213
1831,Denijsha Wilson,-1.5906,-0.7982,-2.3889
1832,Denika Lightbourne,-1.1389,-0.2723,-1.4112
1833,Denim DeShields,1.9835,5.6818,7.6653
1834,Denise Neves,-0.5334,-1.1122,-1.6456
1835,Denise Solis,-0.228,0.7699,0.5419
1836,Deniya Prawl,1.4804,2.3647,3.8451
1837,Deniz Torgut,0.0115,-1.8726,-1.8611
1838,Dennaye Hinds,-1.6228,-0.7621,-2.3849
1839,Denver Anderson,-0.8077,0.9033,0.0956
1840,Deonna Brister,1.1887,4.8959,6.0846
1841,Derin Erdogan,-2.3853,3.1358,0.7505
1842,Derrica McCall,-1.9267,-2.2254,-4.1521
1843,Desi-Rae Young,2.5015,4.4105,6.9121
1844,DesiRay Kernal,-0.3779,3.1642,2.7863
1845,Desirae Ashton,0.2304,-0.8922,-0.6618
1846,Desire Short,-0.9165,-1.0383,-1.9548
1847,Desiree Lewis,-1.6406,0.6626,-0.978
1848,Desiree Smith,-0.541,-0.8504,-1.3914
1849,Desiree Ware,-0.8541,-1.09,-1.9441
1850,Desiree Wooten,1.4246,7.9902,9.4147
1851,Desrae Kyles,-1.7602,-1.3853,-3.1455
1852,Destaney Harris,0.3036,-0.6552,-0.3516
1853,Destine Duckworth,-0.6378,-0.5461,-1.1839
1854,Destinee Hooks,-1.1237,4.079,2.9553
1855,Destinee Marshall,-2.6449,4.3504,1.7055
1856,Destinee Oberg,-0.538,1.1147,0.5768
1857,Destinee Salgado,-0.1228,-1.8244,-1.9472
1858,Destinee Wells,-1.3369,2.1303,0.7934
1859,Destiney McPhaul,0.0342,7.304,7.3382
1860,Destini Craig,0.2376,0.3608,0.5984
1861,Destini Lombard,-0.0577,4.8616,4.8039
1862,Destini Ward,-1.1409,-1.9407,-3.0816
1863,Destiny Adams,-0.4475,5.2474,4.7999
1864,Destiny Agubata,-0.5839,2.1997,1.6158
1865,Destiny Bohanon,-4.7301,1.7848,-2.9453
1866,Destiny Brown,0.9756,3.4764,4.452
1867,Destiny Burton,1.4675,0.7643,2.2318
1868,Destiny Bynum-Johnson,-0.1231,1.1134,0.9903
1869,Destiny Howell,0.8408,6.2042,7.0451
1870,Destiny Jackson,2.1381,7.0427,9.1808
1871,Destiny Jones,-0.5848,2.2674,1.6826
1872,Destiny Leo,-1.2171,3.9004,2.6833
1873,Destiny Lunan,0.4316,2.5786,3.0102
1874,Destiny Rice,0.8172,2.393,3.2102
1875,Destiny Robinson,1.8744,4.3145,6.1889
1876,Destiny Salary,-1.2137,4.7,3.4863
1877,Destiny Strother,1.1169,0.3871,1.504
1878,Destiny Terrell,1.5484,1.7673,3.3157
1879,Destiny Thomas,2.6225,2.1805,4.803
1880,Destiny Whitaker,-1.6093,2.6274,1.0181
1881,Destyne Jackson,0.0222,-0.7814,-0.7592
1882,Devin Coppinger,-1.1269,4.5568,3.4299
1883,Devin Hagemann,-3.0396,0.6116,-2.4281
1884,Devon Yarde,0.0866,0.4062,0.4928
1885,Devyn Quigley,-1.6941,4.0923,2.3981
1886,Devyn Scott,-3.2586,1.382,-1.8766
1887,Deyonce Thompson,0.2248,-0.4992,-0.2744
1888,Dezuray McGill,-1.521,0.2164,-1.3046
1889,Dia Denes,-1.1328,-5.575,-6.7078
1890,Diaba Konate,1.0986,1.449,2.5477
1891,Diaka Berete,-1.0489,-0.5496,-1.5985
1892,Diamond Cannon,-1.2384,-2.0419,-3.2803
1893,Diamond Christian,-2.8279,-0.9182,-3.7461
1894,Diamond Johnson,2.0601,5.9432,8.0033
1895,Diamond Monroe,-3.8478,1.536,-2.3117
1896,Diamond Richardson,-2.2736,-0.3873,-2.6609
1897,Diamond Stokes,-0.7835,1.3327,0.5491
1898,Diamond Wiggins,-1.1397,1.3625,0.2228
1899,Diana Collins,1.3914,3.3409,4.7323
1900,Diana Eliasson,-1.9883,-2.331,-4.3193
1901,Diana Rosenthal,0.3929,0.8967,1.2897
1902,Diana Saleh,-2.4146,1.1675,-1.2471
1903,Dianna Blake,-2.1829,0.7309,-1.452
1904,Dianne Crespo Lopez,-2.5257,-3.1049,-5.6306
1905,Diarrah Sissoko,2.1441,1.5195,3.6636
1906,Diawna Carter-Hartley,0.872,-0.3009,0.5711
1907,Dieynaba Sylla,0.3071,-0.5213,-0.2142
1908,Dijone' Flowers,0.5683,0.9197,1.4879
1909,Dionna Gray,-1.0102,3.6518,2.6416
1910,Diora Ressaissi,-0.3253,1.698,1.3727
1911,Divine Bourrage,0.0166,3.411,3.4276
1912,Divine Dibula,0.8031,1.5977,2.4008
1913,Djessira Diawara,-0.0339,3.912,3.8781
1914,Dolly Cairns,3.191,7.2006,10.3916
1915,Dom Nesland,-0.7775,1.437,0.6596
1916,Dominika Paurova,-0.0583,2.8561,2.7978
1917,Dominique Camp,-0.4585,2.7753,2.3168
1918,Dominique Darius,3.2337,2.4566,5.6903
1919,Dominique Ennis,-1.5269,5.1314,3.6045
1920,Dominique Garcia Blackwood,-0.4779,-0.3155,-0.7933
1921,Dominique Phillips,-0.4776,0.2633,-0.2143
1922,Domonique Davis,-1.0072,4.0342,3.027
1923,Donavia Hall,-1.241,3.1351,1.8941
1924,Doneelah Washington,-0.7405,1.6553,0.9148
1925,Donovyn Hunter,4.0513,9.561,13.6123
1926,Dontavia Waggoner,1.8013,4.9293,6.7306
1927,Donyeil Bolton,-0.2281,-1.2993,-1.5274
1928,Dora Toman,0.4805,5.6634,6.1439
1929,Dora Van Rijs,-1.3815,-0.5839,-1.9654
1930,Doreen Ariik,0.1711,-2.7337,-2.5626
1931,Dorian Norris,1.1655,-0.2854,0.8801
1932,Dorja Zaja,-0.7004,0.364,-0.3365
1933,Dorka Kastl,2.2616,-0.4719,1.7897
1934,Douthsine Prien,1.8155,1.0274,2.8429
1935,Draya Wacker,-0.3888,1.5946,1.2058
1936,Dre'una Edwards,0.5196,3.7105,4.2301
1937,Drea Brumfield,0.1711,0.0736,0.2447
1938,Dream Watson,-2.8036,-0.7748,-3.5784
1939,Dresha Moore,-4.0011,-0.1832,-4.1843
1940,Drew Alexander,-1.898,1.7079,-0.1901
1941,Drew Jordon,0.5821,1.8599,2.442
1942,Dunja Zecevic,-2.335,-0.2082,-2.5432
1943,Dyaisha Fair,0.9735,5.7116,6.6852
1944,Dyani Ananiev,2.3782,2.9,5.2782
1945,Dyani Robinson,-1.2925,5.7956,4.5031
1946,Dylan Horton,0.3501,2.1864,2.5364
1947,Dylan Mogel,0.2318,0.4516,0.6834
1948,Dylan Philip,1.6298,1.2785,2.9083
1949,Dylan Tse,-3.1439,-3.3502,-6.4941
1950,Dylan Watson,-1.2,0.2414,-0.9586
1951,Dyllan Hanna,0.2914,1.2145,1.5059
1952,Dymonique Maxie,-0.2443,0.1821,-0.0623
1953,Ebba Zalamans,-0.3567,1.3075,0.9509
1954,Eboni Walker,1.1239,0.8053,1.9292
1955,Eboni Williams,-0.2068,-1.8495,-2.0563
1956,Eden Johnson,3.2089,2.704,5.9129
1957,Eden Monka,-0.434,0.5362,0.1022
1958,Eden Sample,0.64,-0.3362,0.3039
1959,Edessa Noyan,0.1105,3.9827,4.0932
1960,Edie Clarke,0.4463,0.5501,0.9964
1961,Edie Darby,0.5534,0.7006,1.254
1962,Edina Strausz,0.3658,0.7066,1.0724
1963,Edyn Battle,-0.5931,7.7012,7.1081
1964,Eghosa Obasuyi,-1.2578,-0.116,-1.3738
1965,Ehis Etute,3.3397,5.1094,8.4491
1966,Elana Weisman,-0.7379,-0.6212,-1.3591
1967,Elani Randall,-2.5726,-2.1071,-4.6797
1968,Elauna Eaton,-4.3165,1.7132,-2.6033
1969,Elauni Bennett,0.701,4.4054,5.1063
1970,Eleanor Monyek,1.0306,0.6084,1.639
1971,Eleanor Trout,0.5135,0.4125,0.926
1972,Eleecia Carter,-1.2919,4.898,3.606
1973,Elena Bertrand,-0.437,0.0512,-0.3859
1974,Elena Bosgana,1.2713,5.526,6.7972
1975,Elena Cabello,-3.3206,2.267,-1.0535
1976,Elena Delicado,0.6263,-0.5954,0.0309
1977,Elena Houghton,-2.5941,0.8148,-1.7793
1978,Elena Maier,-0.2912,2.6939,2.4027
1979,Elena Pericic,0.1255,1.9711,2.0966
1980,Elena Rodriguez,0.7108,5.5838,6.2946
1981,Eleonora Villa,-3.0424,6.844,3.8016
1982,Eleyana Tafisi,-2.0877,3.1283,1.0405
1983,Eli Clark,-3.9474,-0.1259,-4.0734
1984,Eliana Sheplee,1.5117,0.3435,1.8552
1985,Elif Dila Bayrak,0.1,-0.9683,-0.8683
1986,Elif Istanbulluoglu,-0.3291,6.3435,6.0144
1987,Elina Aarnisalo,2.2552,4.438,6.6933
1988,Elina Arike,2.6968,2.463,5.1599
1989,Elina Syniakova,-0.0398,0.9974,0.9576
1990,Elina Tausinga,-0.3848,-0.0042,-0.389
1991,Elisa Mehyar,-1.6517,0.2188,-1.4328
1992,Elisa Mevius,1.6047,6.2848,7.8896
1993,Elisabeth Aegisdottir,-0.9372,3.1333,2.1961
1994,Elise Hill,-1.1624,2.3478,1.1855
1995,Elise Horne,-1.5089,1.3123,-0.1966
1996,Elise Jaeger,2.6276,0.7578,3.3854
1997,Elise Jones,0.2072,-0.0528,0.1543
1998,Elise Stuck,3.1347,0.6396,3.7743
1999,Elise Turrubiates,0.2338,2.9638,3.1976
2000,Elise Williams,0.5926,3.2436,3.8363
2001,Elissa Brett,2.9799,6.0778,9.0577
2002,Eliya Ellis,-0.443,0.232,-0.211
2003,Eliza Buerk,0.1991,0.9894,1.1885
2004,Eliza Hollingsworth,2.4713,9.3221,11.7933
2005,Eliza Maupin,-0.2942,2.6854,2.3912
2006,Elizabeth Abiara,-0.2348,3.5724,3.3376
2007,Elizabeth Archer,-1.1445,-0.13,-1.2745
2008,Elizabeth Elliott,-0.6292,4.9286,4.2995
2009,Elizabeth Field,0.4375,-1.5226,-1.0852
2010,Elizabeth Gentry,-1.2394,-0.1165,-1.3559
2011,Elizabeth Kitley,2.0419,6.6127,8.6546
2012,Elizabeth Lavoie,-0.5227,3.6654,3.1427
2013,Elizabeth Matadi,-1.0113,-0.2957,-1.307
2014,Elizabeth Mjaanes,-2.2281,0.9473,-1.2809
2015,Elizabeth Nelson,-2.8391,-0.1082,-2.9473
2016,Elizabeth Romer,2.7905,3.0079,5.7984
2017,Elizaveta Filchagina,-2.7153,-0.3004,-3.0157
2018,Ella Anciaux,1.876,0.3861,2.2621
2019,Ella Bradley,1.7279,3.1273,4.8552
2020,Ella Brow,0.809,0.3986,1.2076
2021,Ella Brubaker,-4.7837,2.3744,-2.4092
2022,Ella Collier,-0.801,1.9468,1.1457
2023,Ella Cupka,-1.2959,0.3593,-0.9367
2024,Ella Doherty,-0.083,-0.2273,-0.3103
2025,Ella Fajardo,-2.4059,4.8182,2.4123
2026,Ella Farrelly,1.4771,0.9964,2.4735
2027,Ella Gallatin,1.004,1.3292,2.3332
2028,Ella Hamlin,-0.8221,0.1805,-0.6417
2029,Ella Hobbs,-1.0183,0.6833,-0.335
2030,Ella Hopkins,-0.4342,-0.4926,-0.9269
2031,Ella Johnson,4.7405,2.9606,7.7011
2032,Ella Kaleta,-0.2801,-0.4053,-0.6853
2033,Ella Kreuzer,-0.71,-0.7323,-1.4423
2034,Ella Lune,-0.5956,-1.1968,-1.7924
2035,Ella Mahaffey,-0.598,1.8282,1.2303
2036,Ella Meabon,-2.0742,0.8496,-1.2245
2037,Ella Ner,1.2713,2.243,3.5143
2038,Ella O'Donnell,-1.2365,-1.011,-2.2475
2039,Ella Pelletier,-2.08,0.617,-1.463
2040,Ella Pierre-Louis,0.1882,1.3489,1.5371
2041,Ella Ray,-0.2816,-0.4109,-0.6924
2042,Ella Riggs,1.353,-0.2616,1.0914
2043,Ella Rogers,-0.2165,0.0478,-0.1687
2044,Ella Sawyer,1.4704,2.7237,4.1941
2045,Ella Stemmer,-3.4372,3.0336,-0.4036
2046,Ella Take,-0.1469,0.4362,0.2893
2047,Ella Uriarte,-1.744,0.3544,-1.3896
2048,Ella Van Weelden,-0.8778,-1.7343,-2.6121
2049,Ella Wanzer,-1.7651,3.0372,1.2721
2050,Ella Weaver,-0.3517,-0.9856,-1.3373
2051,Ella Wedin,-1.4108,0.316,-1.0948
2052,Ella Wigal,-1.8776,0.8268,-1.0508
2053,Ella Zimmerman,-1.6227,2.304,0.6813
2054,Elle Blatchford,-0.7036,1.0917,0.388
2055,Elle Evans,-1.8484,7.3018,5.4534
2056,Elle Johansson,-1.8976,-1.0992,-2.9968
2057,Elle Ladine,-0.6861,6.6788,5.9927
2058,Elle Motherway,-0.3291,-0.2355,-0.5646
2059,Elle Papahronis,-1.9075,0.6772,-1.2304
2060,Elle Snyder,-3.4796,0.3879,-3.0918
2061,Elle Stauffer,-1.2448,-0.5199,-1.7647
2062,Elle Sutphin,-1.2992,3.9492,2.65
2063,Ellen Kinnaird,-0.4288,-0.0687,-0.4975
2064,Ellery Minch,-0.5224,-0.7774,-1.2997
2065,Elli Garnett,-0.1214,2.0489,1.9276
2066,Elli Guiney,-1.2735,5.2506,3.9771
2067,Elli Porter,-2.0468,0.497,-1.5498
2068,Ellie Boni,-1.3987,-0.3947,-1.7934
2069,Ellie Brueggemann,-3.6356,4.0138,0.3782
2070,Ellie Buzzelle,-4.2258,1.5511,-2.6748
2071,Ellie Cerf,-0.0123,0.557,0.5447
2072,Ellie Chen,-0.8748,1.1667,0.292
2073,Ellie Colbeck,-0.5683,2.184,1.6157
2074,Ellie Colson,-1.9088,-0.8221,-2.7309
2075,Ellie Cronin,0.0752,0.1834,0.2586
2076,Ellie Foster,-1.2382,0.6112,-0.6271
2077,Ellie Magestro-Kennedy,-1.4549,-0.4222,-1.8771
2078,Ellie McDermid,1.3095,-2.3814,-1.0719
2079,Ellie Mitchell,3.3455,3.1179,6.4634
2080,Ellie Pingree,-1.622,0.8732,-0.7487
2081,Ellie Richardson,0.0194,1.7075,1.7269
2082,Ellie Southards,-0.996,0.8119,-0.1841
2083,Ellie Taylor,-1.0886,1.6534,0.5648
2084,Elliott Jessup,-0.3257,0.6242,0.2985
2085,Elodie Lalotte,1.3453,1.0131,2.3584
2086,Elsa Lemmila,3.0286,6.9304,9.959
