,player,DRAPM,ORAPM,Total_RAPM,team
38,Abass Bodija,0.7175,-0.5672,0.1503,Fordham
39,Abdi Bashir,0.6696,1.8356,2.5052,Kansas State
40,Abdou Khadre Kebe,1.7213,-0.025,1.6963,Mount St. Mary's
41,Abdou Samb,0.1083,0.1607,0.269,Towson
42,Abdou Yadd,-1.7498,-1.8065,-3.5564,Sacred Heart
43,Abdoulaye Fall,-0.4346,0.2114,-0.2233,UAlbany
44,Abdul Momoh,1.1897,0.205,1.3948,UIC
45,Abdulai Fanta Kabba,1.1873,0.0128,1.2001,Western Caro.
46,Abdullah Ahmed,0.1373,0.3176,0.4549,BYU
47,Abdullah Amzil,0.0261,0.3205,0.3465,UC Davis
48,Abdullahi Bashir,-0.175,0.4901,0.3151,Auburn
49,Abijah Franklin,1.6879,-0.5042,1.1838,Furman
50,Abou Magassa,1.352,0.7928,2.1447,Wyoming
51,Abraham Oyeadier,0.1557,-0.1071,0.0485,West Virginia
52,Acaden Lewis,-0.0018,1.4655,1.4637,Villanova
53,Ace Buckner,-0.7033,1.8008,1.0976,Clemson
54,Ace Flagg,0.3172,-1.1466,-0.8294,Maine
55,Ace Glass lll,0.9937,2.3283,3.322,Washington State
56,Ace Valentine,0.7996,1.4091,2.2086,UMBC
57,Achille Lonati,-0.5879,0.3721,-0.2158,St. Bonaventure
58,Achor Achor,0.1212,0.6626,0.7839,Mississippi State
59,Adam Clark,3.1356,2.1383,5.2738,Seton Hall
60,Adam Harakow,-0.8674,2.2938,1.4264,Wyoming
61,Adam Hinton,-1.241,4.1786,2.9376,Cornell
62,Adam Miller,2.5453,1.9941,4.5394,Gonzaga
63,Adam Olsen,0.7215,0.6857,1.4072,South Alabama
64,Adam Stewart,-0.0371,-0.2941,-0.3311,TCU
65,Adam Tauer,-0.2057,0.2022,-0.0034,St. Thomas (MN)
66,Aday Mara,3.4881,2.5763,6.0644,Michigan
67,Addarin Scott,-0.9717,-0.3365,-1.3082,Kansas City
68,Addison Archer,-0.9311,-0.0215,-0.9526,Northern Ky.
69,Addison Arnold,-0.2679,0.0476,-0.2203,Arizona
70,Addison Patterson,1.9599,-0.3601,1.5998,Eastern Mich.
71,Ade Popoola,0.5007,3.356,3.8567,Tulsa
72,Aden Holloway,0.0557,4.8632,4.919,Alabama
73,Adetokunbo Bakare,-0.1139,0.4759,0.362,Saint Peter's
74,Adlan Elamin,0.4355,2.5109,2.9464,Utah State
75,Adria Rodriguez,2.2242,-0.2375,1.9867,Washington State
76,Adrian McIntyre,0.3484,1.1152,1.4635,San Diego
77,Adrian Myers,-1.5609,-0.3271,-1.8879,San Jose State
78,Adrian Uchidiuno,0.9771,-2.0727,-1.0956,Brown
79,Adrian Wooley,2.6424,3.1575,5.7998,Louisville
80,Adriel Nyorha,-0.4074,1.4137,1.0064,South Fla.
81,Adrien Stevens,1.1371,1.4254,2.5625,Marquette
82,Afan Trnka,0.675,-1.9926,-1.3176,UT Martin
83,Aginaldo Neto,2.3586,0.4337,2.7923,Boise State
84,Ahmad Henderson,0.6361,-1.1328,-0.4967,UIC
85,Ahmad Nowell,0.2654,1.1009,1.3663,VCU
86,Ahmad Robinson,1.1148,0.8245,1.9393,UAB
87,Ahmet Jonovic,0.4674,1.1422,1.6095,Bradley
88,Aidan Alexander,0.158,-0.691,-0.533,The Citadel
89,Aidan Braccia,0.2084,0.3159,0.5243,San Francisco
90,Aidan Burke,0.3798,1.9727,2.3525,UC San Diego
91,Aidan Cammann,-0.2651,2.6613,2.3962,Stanford
92,Aidan Crotty,-0.0149,-0.2371,-0.252,Fordham
93,Aidan Driggers,0.6534,0.5099,1.1633,Jacksonville State
94,Aidan Hadaway,0.6328,0.7681,1.4009,Ohio
95,Aidan Haskins,1.7954,-0.2413,1.5541,Hampton
96,Aidan Mahaney,-0.7907,0.8673,0.0766,UC Santa Barbara
97,Aidan Noyes,-1.7574,0.8508,-0.9066,Belmont
98,Aidan Rubio,-1.1793,-0.9767,-2.156,Eastern Mich.
99,Aidan Sevilla,0.3558,0.3123,0.6682,Idaho
100,Aidan Shaw,0.4088,-0.7855,-0.3767,Boston College
101,Aidan Skradis,0.5161,0.1293,0.6454,Omaha
102,Aiden Argabright,2.048,1.0046,3.0526,Richmond
103,Aiden Goins,2.0585,-0.9671,1.0914,Bowling Green
104,Aiden Miller,-1.1903,0.9309,-0.2594,IU Indy
105,Aiden Sherrell,1.7019,4.1436,5.8455,Alabama
106,Aiden Tobiason,-0.8602,1.5464,0.6862,Temple
107,Aitor Anabitarte,2.1484,1.2028,3.3511,Jacksonville State
108,Ajay Holubar,0.9615,0.2226,1.184,IU Indy
109,Ajay Sheldon,0.233,2.174,2.407,Ohio
110,Ajay Tew,-0.0486,-0.1203,-0.1689,ULM
111,Akai Fleming,0.601,0.0939,0.6949,Georgia Tech
112,Akintola Akinniyi,0.1791,0.1281,0.3073,Quinnipiac
113,Akira Jacobs,1.9916,0.1295,2.1211,Fordham
114,Akiva McBirney-Griffin,1.6153,-1.5422,0.0731,UC Irvine
115,Al Amadou,-0.2035,-0.1402,-0.3437,Saint Joseph's
116,Al Green,-1.448,1.335,-0.113,UNLV
117,Albert Vargas,0.1883,1.0312,1.2195,Robert Morris
118,Alden Applewhite,-0.5218,1.5777,1.0559,Ga. Southern
119,Alec Blair,0.1131,0.0566,0.1697,Oklahoma
120,Alec Millender,0.4476,-0.3642,0.0835,UConn
121,Alec Oglesby,1.6577,0.0875,1.7452,Middle Tenn.
122,Alec Squires,1.4434,-0.4535,0.9899,South Dakota State
123,Alejandro Aviles,1.4594,-0.8109,0.6485,San Diego
124,Aleks Alston,-0.3454,-1.6536,-1.999,Maryland
125,Aleks Szymczyk,0.7273,-1.3988,-0.6715,CSUN
126,Aleksa Ristic,-0.5469,-0.1707,-0.7176,Indiana
127,Aleksa Vlajic,0.1088,0.1256,0.2344,Buffalo
128,Aleksas Bieliauskas,-0.1124,2.496,2.3836,Wisconsin
129,Aleksej Kostic,-0.3628,0.1781,-0.1848,BYU
130,Alem Fejzic,0.4432,-1.0878,-0.6447,Southern Ind.
131,Alex Bossinakis,0.5642,0.2852,0.8494,UT Arlington
132,Alex Bruskotter,0.3,1.0685,1.3686,Wright State
133,Alex Chaikin,0.9757,0.4566,1.4323,UC San Diego
134,Alex Condon,3.0004,2.5474,5.5478,Florida
135,Alex Crawford,0.3638,-0.9813,-0.6175,Rhode Island
136,Alex Dupre,0.4657,0.2478,0.7135,Portland State
137,Alex Farley,0.05,0.038,0.088,Ball State
138,Alex Garcia,0.0443,-0.0648,-0.0205,Tennessee State
139,Alex Hemenway,0.2899,-0.9546,-0.6647,Evansville
140,Alex Huguet Carrasco,1.0939,-0.5058,0.588,ULM
141,Alex Huibregtse,1.4415,1.6147,3.0562,Bradley
142,Alex Karaban,2.8731,3.5663,6.4394,UConn
143,Alex Kazanecki,-1.0025,1.7437,0.7412,Delaware
144,Alex Koch,0.3688,-0.2153,0.1535,Mercer
145,Alex Kovatchev,0.2987,-0.1749,0.1237,Florida
146,Alex Lloyd,0.2599,-0.5725,-0.3126,Florida
147,Alex Massung,-0.3616,0.2724,-0.0891,Penn
148,Alex McFadden,-0.2499,0.2128,-0.0371,Delaware
149,Alex Molofeev,-0.4162,-2.3025,-2.7187,ULM
150,Alex Olander,0.0636,-0.0703,-0.0068,Elon
151,Alex Steen,-0.447,1.9572,1.5102,Florida State
152,Alex Tsynkevich,0.2649,-1.0133,-0.7484,Hofstra
153,Alex Wilkins,0.5272,1.6656,2.1928,Furman
154,Alex Williams,-0.5846,1.3412,0.7566,Duquesne
155,Alex Woodring,-0.0343,0.0207,-0.0136,Sacred Heart
156,Alexander Daushvili,0.0999,0.1767,0.2766,VMI
157,Alexander Richardson,-0.7488,0.1336,-0.6152,Loyola Chicago
158,Alexis Marmolejos,1.1615,-0.0577,1.1038,Pacific
159,Ali Assran,-0.8452,-0.4249,-1.2701,Cal Poly
160,Ali Dibba,2.8923,1.189,4.0813,Texas A&M
161,Alier Maluk,0.8751,-0.3412,0.534,Florida State
162,Alijah Adem,0.5483,0.1376,0.6859,Bowling Green
163,Alijah Arenas,0.0388,-0.0764,-0.0377,Southern California
164,Aliou Cisse,-0.7949,-0.3849,-1.1798,Merrimack
165,All Wright,-0.7617,2.1498,1.388,Xavier
166,Allen Graves,-0.5071,2.8759,2.3688,Santa Clara
167,Allen Mukeba,2.05,1.6976,3.7476,Arizona State
168,Allen Strothers,1.957,0.5152,2.4723,ETSU
169,Alliou Fall,3.8507,-0.6931,3.1576,Iona
170,Almar Atlason,0.3019,1.8377,2.1396,Miami (OH)
171,Alon Michaeli,-1.1735,1.4306,0.2571,Colorado
172,Alonzo Dodd,1.7105,1.1754,2.886,App State
173,Alton Hamilton,0.3262,2.458,2.7842,Eastern Wash.
174,Alvaro Folgueiras,0.1192,2.9841,3.1033,Iowa
175,Alvin Loving,0.6917,0.4449,1.1366,Yale
176,Aly Khalifa,2.6684,1.1368,3.8052,Louisville
177,Aly Tounkara,2.4478,-0.1483,2.2995,Arkansas State
178,Alyn Breed,1.1095,-0.2473,0.8622,NC State
179,Ama Sow,0.3966,0.2679,0.6645,UT Martin
180,Amadou Doumbia,0.6347,-0.4591,0.1756,N.C. A&T
181,Amael L'Etang,1.7012,1.1141,2.8153,Dayton
182,Amani Hansberry,1.4931,3.4988,4.9919,Virginia Tech
183,Amani Lyles,0.2276,2.9113,3.139,Akron
184,Amar Amkou,-0.1675,1.9215,1.7539,Fla. Atlantic
185,Amar Augillard,-1.836,-0.5077,-2.3437,Milwaukee
186,Amar Kuljuhovic,0.5914,0.4183,1.0097,Missouri State
187,Amar'e Marshall,0.5465,-0.9627,-0.4162,St. Bonaventure
188,Amarco Doyle,0.2845,0.2012,0.4857,New Mexico State
189,Amare Allen,0.248,-3.2169,-2.969,Maine
190,Amare Bynum,1.0811,2.7775,3.8586,Ohio State
191,Amaree Abram,1.7787,-0.2223,1.5564,Tennessee
192,Amaree Brown,-1.8469,-0.2723,-2.1191,Southern Ind.
193,Amari Allen,0.8789,3.2548,4.1337,Alabama
194,Amari Evans,1.6083,0.4324,2.0407,Tennessee
195,Amari Jedkins,-1.1405,0.0189,-1.1215,Montana
196,Amari McCottry,1.7556,1.0789,2.8345,Saint Louis
197,Amari Reed,2.9515,1.1384,4.0899,UT Arlington
198,Amarion Dickerson,0.3825,1.2717,1.6542,Southern California
199,Amarion Nimmers,0.3139,-0.4844,-0.1704,FIU
200,Amarri Monroe,2.6606,0.5029,3.1635,Quinnipiac
201,Amere Brown,-0.6706,-0.3799,-1.0506,Arkansas
202,Amier Ali,0.6686,0.2572,0.9258,Mississippi State
203,Amir Arrington,0.0657,-0.4971,-0.4314,George Washington
204,Amir Jenkins,-1.0007,0.4058,-0.5949,West Virginia
205,Amir Lindsey,-0.8227,-0.6955,-1.5182,UAlbany
206,Amir Taylor,3.2729,1.5241,4.797,Kennesaw St.
207,Amir Williams,0.7747,0.027,0.8018,Hofstra
208,Amire Robinson,1.2113,-1.3572,-0.1459,Nevada
209,Anastasios Rozakeas,-1.1572,-0.8694,-2.0266,Mount St. Mary's
210,Andre Henry,0.3403,0.3816,0.722,UC Irvine
211,Andre Mills,0.9359,2.0206,2.9565,Maryland
212,Andre Washington,0.2781,0.9386,1.2166,Eastern Ill.
213,Andrea Holden,2.2262,-0.9853,1.2408,Wright State
214,Andrej Kostic,-2.131,2.313,0.182,Kansas State
215,Andrej Shoshkikj,1.0097,-0.5514,0.4583,Stony Brook
216,Andrej Stojakovic,0.8234,3.4448,4.2682,Illinois
217,Andrell Burton,0.6446,0.0029,0.6475,South Dakota State
218,Andreo Ash,-0.0645,-0.8069,-0.8715,Canisius
219,Andres Burney,-0.9658,2.1389,1.1731,Ga. Southern
220,Andres Marrero,-0.7253,1.3409,0.6156,Merrimack
221,Andrew Akuchie,0.8212,-2.0941,-1.2729,Rice
222,Andrew Alia,1.0796,-0.0979,0.9817,Drake
223,Andrew Austin,-0.2381,-0.0295,-0.2676,Eastern Ill.
224,Andrew Bailey,-0.0703,-0.1691,-0.2393,Charlotte
225,Andrew Ball,1.0724,1.1195,2.1919,Monmouth
226,Andrew Crawford,0.1499,-0.0482,0.1017,Colorado
227,Andrew Henderson,0.1107,-0.1186,-0.0079,UC Riverside
228,Andrew King,-0.3653,0.806,0.4407,Youngstown State
229,Andrew McKeever,2.5453,1.8254,4.3707,Saint Mary's (CA)
230,Andrew Meadow,-0.0859,2.0316,1.9457,Boise State
231,Andrew Okafor,-0.055,-0.0803,-0.1353,Stony Brook
232,Andrew Osasuyi,1.7624,0.9311,2.6935,St. Bonaventure
233,Andrew Rohde,0.559,2.1081,2.6671,Wisconsin
234,Andrija Bukumirovic,1.7758,1.599,3.3748,UT Martin
235,Andrija Grbovic,0.7009,-0.597,0.1038,Arizona State
236,Andrija Jelavic,0.659,0.0887,0.7477,Kentucky
237,Andrija Vukovic,0.8022,0.1135,0.9157,Oklahoma State
238,Andrin Njock,0.5727,-0.0819,0.4907,App State
239,Andy Johnson,2.3635,0.81,3.1735,UIC
240,Andy Sigiscar,1.9675,-1.9648,0.0027,Tarleton State
241,Andy Stefonowicz,1.6018,1.3446,2.9464,North Dakota State
242,Angelo Brizzi,-1.5049,2.3727,0.8679,Buffalo
243,Angelo Ciaravino,1.2579,2.364,3.6219,Northwestern
244,Angelo Winkel,0.0362,-0.0527,-0.0166,Eastern Wash.
245,Anias Futrell,0.9414,0.5374,1.4788,Lindenwood
246,Annor Boateng,0.6727,0.0005,0.6732,Missouri
247,Anouar Mellouk,-1.3629,1.7693,0.4065,Morehead State
248,Anquan Hill,-0.1688,0.5566,0.3878,Sacred Heart
249,Anson Beard,0.0471,-0.0464,0.0007,Wake Forest
250,Ante Beljan,1.7576,1.0927,2.8503,UIC
251,Anthon McDermott,0.6455,-0.4966,0.1489,Texas
252,Anthony Arrington,1.3543,-1.3245,0.0298,Mount St. Mary's
253,Anthony Benard,-1.9181,0.2052,-1.7129,Canisius
254,Anthony Dell'Orso,1.1712,2.1963,3.3674,Arizona
255,Anthony Doppler,0.0154,-0.1281,-0.1127,North Dakota
256,Anthony Enoh,0.0413,-0.9072,-0.8659,Georgia State
257,Anthony Finkley,0.7346,-0.7691,-0.0346,Saint Joseph's
258,Anthony Isaac,-1.1788,1.2053,0.0265,Manhattan
259,Anthony Johnson,0.1449,0.9014,1.0463,Arizona State
260,Anthony Martinez,0.2503,-0.6186,-0.3684,Monmouth
261,Anthony Nimani,-0.1754,1.8034,1.628,Cornell
262,Anthony Peoples,0.3222,-0.3689,-0.0467,UCLA
263,Anthony Rise,0.1536,-0.2636,-0.11,Iowa State
264,Anthony Robinson,1.9399,-0.366,1.5738,Xavier
265,Anthony Robinson,1.9399,-0.366,1.5738,Missouri
266,Anthony Roy,-0.3473,2.0858,1.7385,Oklahoma State
267,Anthony Smith lll,-0.6011,0.4255,-0.1755,North Dakota
268,Anthony Wrzeszcz,-1.3701,-0.4488,-1.8189,New Mexico State
269,Antoine Lorick,-1.3236,0.9137,-0.4098,Tennessee State
270,Anton Bonke,0.445,2.2724,2.7174,Charlotte
271,Anton Strelnikov,0.5492,0.3871,0.9363,Dartmouth
272,Antoni Siewruk,0.2,0.4011,0.6011,New Hampshire
273,Antoni Vlogianitis,0.011,-0.3736,-0.3626,Marist
274,Antonio Chandler,0.6797,1.5193,2.199,Siena
275,Antonio Chol,-1.1299,3.4321,2.3022,New Mexico
276,Antonio Dorn,0.1269,1.0074,1.1343,Virginia Tech
277,Antwan Burnett,1.0751,-0.4523,0.6228,Missouri State
278,Antwan Wilson,-1.6535,-0.5648,-2.2183,Rider
279,Antwann Jones,0.6163,-0.7653,-0.149,UNC Greensboro
280,Antwaun Massey,-0.2564,-1.1139,-1.3703,Western Ill.
281,Antwone Woolfolk,1.5565,1.9032,3.4597,Miami (OH)
282,Apostolos Roumoglou,2.5999,-0.854,1.7459,Richmond
283,ArDarius Grayson,0.8373,1.9275,2.7648,Weber State
284,Aram Soqui Urbano,-0.687,0.0464,-0.6406,Fresno St.
285,Arden Conyers,-0.4487,0.6513,0.2026,Charlotte
286,Ari Fulton,-0.7032,0.2749,-0.4283,NJIT
287,Ari Gooch,1.7106,0.3477,2.0583,UAB
288,Ariik Mawien,1.0038,1.421,2.4248,Northern Colo.
289,Arlan Masharaliyev,0.1789,-0.0945,0.0844,La Salle
290,Arlandus Keyes,1.3212,0.2114,1.5326,Mount St. Mary's
291,Arman Madi,0.4997,0.2256,0.7253,Sacramento St.
292,Armani Mighty,1.4212,3.5001,4.9213,Mercer
293,Armelo Boone,1.2857,0.9687,2.2544,Western Ky.
294,Armoni Zeigler,0.6445,-0.5152,0.1293,Ball State
295,Arnas Sakenis,3.5802,-0.5766,3.0036,SIUE
296,Arne Osojnik,-1.0712,0.0648,-1.0064,Northern Ariz.
297,Arop Arop,0.1076,-0.534,-0.4265,Memphis
298,Arrinten Page,0.4297,0.796,1.2257,Northwestern
299,Aryan Arora,0.2325,0.5069,0.7394,Manhattan
300,Asa Thomas,0.3263,1.0071,1.3334,Furman
301,Asher Woods,-0.412,-1.3235,-1.7354,Tulane
302,Ashley Sims,-1.1753,-1.3256,-2.5009,Bryant
303,Ashton Hardaway,0.4194,-0.9375,-0.5181,Memphis
304,Ashton Simmons,-0.6256,0.1258,-0.4998,TCU
305,Ashton Smith,-0.603,-0.0124,-0.6154,South Dakota
306,Ashton Walker,1.6003,0.1597,1.76,La Salle
307,Ashton Williamson,2.9246,0.0551,2.9797,FIU
308,Asier Miguel Torrero,0.1268,0.1173,0.2441,Manhattan
309,Asim Jones,-0.3591,-0.3386,-0.6976,Quinnipiac
310,Assane Diop,0.4542,0.1504,0.6046,San Diego
311,Assane Mandian,1.6478,-0.4435,1.2043,UNC Greensboro
312,Assane Mbaye,-0.094,-0.1656,-0.2596,Seton Hall
313,Augustinas Kiudulas,1.6586,0.3478,2.0065,Colorado State
314,Augustine Ekwe,0.9444,1.5812,2.5256,New Mexico State
315,Augusto Cassia,1.7527,2.0831,3.8358,Ole Miss
316,Augustus Gerhart,-1.5183,0.7255,-0.7928,Penn
317,Austin Cross,1.4783,-0.5947,0.8836,Troy
318,Austin Goode,-1.6655,0.9575,-0.7079,Cal Poly
319,Austin Herro,2.7486,1.4631,4.2117,St. Thomas (MN)
320,Austin Hunt,0.9697,0.8275,1.7972,Harvard
321,Austin Maurer,3.5171,0.6586,4.1757,Seattle U
322,Austin Montgomery,-0.2434,-0.0744,-0.3179,Georgetown
323,Austin Nunez,-1.623,-1.8241,-3.4471,UTSA
324,Austin Parks,1.0283,1.4552,2.4835,Toledo
325,Austin Rapp,1.5546,2.3369,3.8915,Wisconsin
326,Austin Swartz,-0.8872,0.4566,-0.4306,Creighton
327,Austin Villarreal,0.4845,0.0466,0.5311,Milwaukee
328,Austin Williford,2.3456,1.0105,3.3561,Saint Joseph's
329,Avery Brown,0.2351,-0.8643,-0.6291,Columbia
330,Avery Thomas,2.0441,0.5885,2.6326,Louisiana Tech
331,Avner Dror,-0.0402,-0.114,-0.1542,Harvard
332,Aydan Clinton,0.0907,-0.0412,0.0495,FIU
333,Ayden Carter,-1.4582,-0.2466,-1.7048,Detroit Mercy
334,Ayden Davis,0.4162,-0.1286,0.2876,Wright State
335,Ayden Evans,0.4473,-0.0158,0.4315,Ohio
336,Ayden Kelley,-0.6222,-0.4668,-1.0889,Arkansas
337,Ayomide Bamisile,-1.4101,-1.4558,-2.866,ULM
338,Ayouba Berthe,0.4944,-1.6093,-1.1149,Georgia State
339,Ayuba Bryant,0.1049,0.2738,0.3786,Temple
340,Azavier Robinson,1.2342,2.6355,3.8697,Butler
341,BJ Davis,3.0626,1.4475,4.5101,San Diego State
342,BJ Davis-Ray,-1.9207,0.6556,-1.2651,SMU
343,BJ Edwards,1.6308,3.1454,4.7761,SMU
344,BJ Fisher,0.3398,-0.5114,-0.1716,California
345,BJ Kolly,1.5882,-2.4545,-0.8663,UC Riverside
346,BJ Ward,0.3126,0.6339,0.9465,Southeast Mo. St.
347,Baba Miller,3.9841,1.7489,5.733,Cincinnati
348,Babacar Mbengue,0.0343,-1.6468,-1.6125,Kansas City
349,Babatunde Durodola,-0.3251,1.6296,1.3046,Temple
350,Baboucarr Njie,0.4834,0.0844,0.5678,UTSA
351,Bahsil Laster,3.3723,0.4072,3.7795,UT Arlington
352,Bailey Nunn,0.3867,1.3138,1.7005,Cal St. Fullerton
353,Bangot Dak,1.7003,2.1269,3.8272,Colorado
354,Baraka Okojie,-0.4677,0.7694,0.3016,Mercer
355,Baron Smith,0.3946,-2.2265,-1.8319,Oral Roberts
356,Barrett Loer,-0.1378,0.2522,0.1145,Rhode Island
357,Barrington Hargress,-0.9506,2.6648,1.7142,Colorado
358,Barry Dunning,-0.3589,0.8206,0.4617,Pittsburgh
359,Barry Evans,1.0298,0.7348,1.7646,VCU
360,Bashir N'Galang,0.3296,-1.7978,-1.4682,Maine
361,Bastien Rieber,0.7071,-1.0317,-0.3246,Fresno St.
362,Bautista Giralt,0.3456,-0.0672,0.2785,UAlbany
363,Baye Fall,-0.2082,-0.1858,-0.394,Rutgers
364,Baye Ndongo,0.3872,0.6525,1.0397,Georgia Tech
365,Belal El Shakery,1.4705,-0.2364,1.2341,New Hampshire
366,Ben Bradford,-0.8198,1.0874,0.2676,Charlotte
367,Ben Brown,-0.1704,-1.0432,-1.2135,Dartmouth
368,Ben Egbo,-0.0395,0.0083,-0.0311,UC Irvine
369,Ben Eisendrath,-0.9147,0.4111,-0.5036,Harvard
370,Ben Ezeagu,0.0764,-0.9088,-0.8324,Southern Ind.
371,Ben Gold,0.0109,0.6044,0.6153,Marquette
372,Ben Hammond,0.9532,1.6703,2.6234,Virginia Tech
373,Ben Humrichous,2.6669,3.5814,6.2483,Illinois
374,Ben Johnson,-1.0177,2.8404,1.8228,Vermont
375,Ben Michaels,-0.4342,-2.6925,-3.1267,Vermont
376,Ben Nacey,-0.2964,-0.0537,-0.3501,Old Dominion
377,Ben Oosterbaan,1.4446,1.5199,2.9646,St. Thomas (MN)
378,Ben Roseborough,1.5861,-0.1642,1.4219,San Jose State
379,Ben Schwieger,2.2467,1.9314,4.1781,UNI
380,Ben Vander Wal,-0.8888,1.5139,0.6252,Furman
381,Ben Waller,-0.4263,-1.049,-1.4752,UC Riverside
382,Ben Wesson,0.2977,-0.1137,0.184,Vermont
383,Ben Woodward,0.0439,-0.3713,-0.3274,George Mason
384,Bencao Vungo,1.9856,-1.1541,0.8316,Jacksonville State
385,Bendji Pierre,0.869,0.3678,1.2368,Mercer
386,Benjamin Ahmed,-0.991,0.9787,-0.0123,Oklahoma State
387,Benjamin Winker,-0.5666,0.1535,-0.4132,Cal St. Fullerton
388,Bennett Stirtz,2.9553,4.5432,7.4985,Iowa
389,Benny Gealer,0.6347,1.7824,2.417,Stanford
390,Bentley Waller,-0.2669,-0.9438,-1.2108,CSU Bakersfield
391,Berke Buyuktuncel,3.2321,0.5082,3.7403,Nebraska
392,Bhan Buom,-0.0633,0.5993,0.536,Boise State
393,Biggie Patterson,0.9314,0.4097,1.3411,Hofstra
394,Biko Johnson,1.0414,0.7877,1.8291,Idaho
395,Billy Rayer,-0.4643,0.117,-0.3473,Saint Joseph's
396,Billy Richmond,2.0176,2.2791,4.2967,Arkansas
397,Billy Smith,-0.484,0.6501,0.1661,Chattanooga
398,Bishop Boswell,0.9786,2.1979,3.1765,Tennessee
399,Blair Thompson,-1.3416,1.1016,-0.2399,Columbia
400,Blaise Keita,1.5363,0.8638,2.4002,Western Ky.
401,Blaize Sagna,0.8472,-0.3425,0.5047,Southeast Mo. St.
402,Blake Barkley,-0.372,1.0218,0.6498,ETSU
403,Blake Buchanan,1.8277,2.5585,4.3862,Iowa State
404,Blake Daberkow,-0.0464,1.2101,1.1636,Idaho State
405,Blake Fagbemi,-0.3696,0.205,-0.1646,Illinois
406,Blake Harper,0.9767,1.2535,2.2302,Creighton
407,Blake Muschalek,-0.1387,0.4289,0.2902,Auburn
408,Blue Cain,0.2862,4.4441,4.7303,Georgia
409,Bobby Durkin,0.4718,0.6242,1.0961,Minnesota
410,Bobby Montgomery,0.3367,-0.385,-0.0483,UTEP
411,Boden Kapke,1.118,-2.1758,-1.0578,Boston College
412,Boden Skunberg,-0.8776,0.5745,-0.3031,Illinois State
413,Bodey Howell,1.0527,-0.6022,0.4505,Rice
414,Bol Agu,-1.0557,-0.041,-1.0968,Saint Peter's
415,Bol Dengdit,1.2246,0.3197,1.5443,UC San Diego
416,Boogie Fland,3.0136,4.7019,7.7155,Florida
417,Boopie Miller,0.9343,4.0994,5.0337,SMU
418,Boston Harker,1.5143,-0.3134,1.2009,Utah Tech
419,Bouna Kebe,1.774,-1.1383,0.6357,Delaware
420,Bourgeois Tshilobo,0.5112,0.0918,0.603,Weber State
421,Bowen Hardman,0.9501,0.1223,1.0724,Akron
422,Bowyn Beatty,0.3644,-0.4158,-0.0514,La Salle
423,Braden Appelhans,1.3606,1.495,2.8555,Drake
424,Braden Frager,1.1859,3.8551,5.041,Nebraska
425,Braden Housley,1.4586,1.3028,2.7614,Utah Valley
426,Braden Huff,2.048,2.196,4.244,Gonzaga
427,Braden Pierce,-1.0522,-1.8025,-2.8547,Villanova
