,player,DRAPM,ORAPM,Total_RAPM,team
364,Amy Velasco,-2.9635,5.1982,2.2347,Bowling Green
365,Amyah Reaves,-0.3951,0.194,-0.201,Hampton
366,Amyrah Sapenter,-0.1105,-0.1709,-0.2813,Northeastern
367,Ana Barreto,-2.3924,1.2741,-1.1183,Ball State
368,Ana Cabanas Llorens,-2.3374,-1.2716,-3.609,McNeese
369,Ana Carolina De Jesus,-1.2041,-3.0232,-4.2273,CSUN
370,Ana Guillen,-0.7998,-0.9439,-1.7436,Wisconsin
371,Ana Haklicka,-2.7247,-2.2696,-4.9942,Chicago State
372,Ana Nikulochkina,-3.8944,0.9951,-2.8993,Omaha
373,Anabel Latorre Ciria,-1.3679,-1.4977,-2.8657,Florida A&M
374,Anaelle Dutat,-0.4475,3.1812,2.7337,Rhode Island
375,Anahi-Lee Cauley,-2.6627,-1.5841,-4.2468,William & Mary
376,Anaiah Jenkins,-0.6852,-0.5719,-1.2571,Towson
377,Anaiyah Tu'ua,-0.94,1.9476,1.0076,California Baptist
378,Anaja Hall,-1.2618,-2.3362,-3.5979,Alabama State
379,Anajah Brown,-0.9824,0.6626,-0.3198,Siena
380,Anala Nelson,-1.2595,0.3616,-0.8979,Austin Peay
381,Analillia Cabuena,-0.5787,-0.0879,-0.6666,UC Santa Barbara
382,Anasia Staton,-2.5307,-0.176,-2.7067,Towson
383,Anastasiia Boldyreva,2.3255,3.9297,6.2552,Middle Tenn.
384,Anastasiia Semenova,-1.8248,-1.0873,-2.9122,Boston U.
385,Anaya Barney,-2.4375,-0.5761,-3.0136,Coastal Carolina
386,Anaya Bernard,-0.4943,0.2095,-0.2848,Lamar University
387,Anaya Brown,-0.1865,3.3701,3.1836,UT Martin
388,Anaya Harris,-3.6329,-0.7941,-4.427,Gardner-Webb
389,Anaya James,-0.6181,5.971,5.3528,Pacific
390,Anaya Peoples,0.6314,8.2216,8.853,DePaul
391,Ande'a Cherisier,-2.1259,2.5646,0.4387,Delaware
392,Andie Zylak,0.5417,0.8614,1.4031,Eastern Wash.
393,Andjela Bigovic,-1.2361,2.5382,1.3021,Tarleton State
394,Andjela Matic,-0.6088,3.9468,3.3381,Vermont
395,Andrea Daley,0.6995,4.1162,4.8157,Boston College
396,Andrea Martinez,-4.44,-0.4077,-4.8477,Gardner-Webb
397,Andrea Montesinos,0.0793,0.476,0.5553,A&M-Corpus Christi
398,Andriana Avent,-0.9561,5.138,4.1818,Jackson State
399,Ane Astarloa,0.5966,0.147,0.7437,Northwestern State
400,Aneesah Morrow,3.8394,9.7725,13.6119,LSU
401,Anela Thomas,-1.2533,-3.5231,-4.7763,Texas Southern
402,Anete Adler,-0.3603,-1.1443,-1.5047,Boston U.
403,Angel Burgos,0.5981,-3.6399,-3.0418,Winthrop
404,Angel Jackson,3.2611,5.5559,8.817,Jackson State
405,Angel Jones,-2.5717,-1.2652,-3.8369,Coppin State
406,Angel Parker,1.9208,1.8967,3.8174,Niagara
407,Angel Reese,3.6903,10.5335,14.2239,LSU
408,Angel Scott,-1.1689,-0.3825,-1.5514,Missouri State
409,Angela Dugalic,1.7214,4.1494,5.8708,UCLA
410,Angela Samuel,1.2177,-1.7796,-0.5618,Southern Ill.
411,Angelica Velez,-0.5566,-1.0065,-1.5631,LSU
