,player,DRAPM,ORAPM,Total_RAPM,team
33,AK Okereke,-1.0684,8.3773,7.3089,Cornell
34,Aa'reyon Munir-Jones,-0.8736,0.3952,-0.4784,Coppin State
35,Aaron Bradshaw,2.4548,0.4917,2.9465,Ohio State
36,Aaron Cooley,-0.8019,1.6921,0.8901,Brown
37,Aaron Davis,-0.2839,0.1183,-0.1656,Bryant
38,Aaron Franklin,-1.3781,-0.1846,-1.5627,Milwaukee
39,Aaron Gray,-3.1416,2.0414,-1.1002,Indiana State
40,Aaron Hunkin-Claytor,0.1942,-0.1331,0.0611,Hawaii
41,Aaron McBride,1.8425,1.4753,3.3178,LMU (CA)
42,Aaron Nkrumah,-0.3817,2.4709,2.0892,Tennessee State
43,Aaron Oh,-0.5822,0.0074,-0.5748,Georgia State
44,Aaron Potter,0.3971,1.8108,2.2079,A&M-Corpus Christi
45,Aaron Powell,-1.2209,-1.4752,-2.6961,Rice
46,Aaron Price,-2.482,0.7548,-1.7271,Cal Poly
47,Aaron Reddish,0.1478,-0.6501,-0.5023,UAlbany
48,Aaron Scott,2.8175,3.5332,6.3507,St. John's (NY)
49,Aaron Smith,-1.3959,-2.3496,-3.7455,Alabama A&M
50,Abdi Bashir,-6.2163,4.4921,-1.7242,Monmouth
51,Abdou Khadre Kebe,-2.3999,-4.6168,-7.0167,Mount St. Mary's
52,Abdou Samb,-0.2229,-2.1034,-2.3263,Towson
53,Abdou Tsimbila,-1.677,-1.4046,-3.0816,Fordham
54,Abdoulaye Thiam,-1.0522,3.7579,2.7057,High Point
55,Abdul Momoh,2.5769,1.2542,3.8311,Central Conn. St.
56,Abdulai Fanta Kabba,0.8104,-1.1377,-0.3273,Denver
57,Abou Magassa,0.1085,0.4029,0.5114,Wyoming
58,Abou Ousmane,1.5111,4.2286,5.7397,Oklahoma State
59,Aboubacar Traore,-0.4424,0.5759,0.1334,Louisville
60,Abramo Canka,-3.8049,1.3434,-2.4615,Stetson
61,Ace Bailey,0.907,7.1338,8.0408,Rutgers
62,Ace Baldwin,1.3702,6.284,7.6542,Penn State
63,Ace Talbert,0.6711,-0.724,-0.053,Saint Francis
64,Ace Valentine,-4.5035,1.542,-2.9615,UMBC
65,Achile Spadone,-0.7528,-0.5493,-1.3021,Bucknell
66,Achor Achor,-0.9542,-1.6505,-2.6046,Kansas State
67,Adam Benhayoune,-0.5916,-0.0931,-0.6847,LSU
68,Adam Clark,0.3163,3.6479,3.9642,Merrimack
69,Adam Comer,-0.3725,-0.6931,-1.0656,Col. of Charleston
70,Adam Hamilton,1.1662,-0.0435,1.1227,Lamar University
71,Adam Hinton,-0.6757,2.1562,1.4805,Cornell
72,Adam Holod,-0.0031,-0.2491,-0.2521,American
73,Adam Miller,1.6878,2.1955,3.8833,Arizona State
74,Adam Moussa,0.9722,0.1311,1.1033,California Baptist
75,Adam Njie,-2.3149,0.9256,-1.3893,Iona
76,Adam Shoff,-0.5565,-0.6799,-1.2365,Montana
77,Adam Stewart,0.0755,0.1522,0.2277,TCU
78,Adam Tauer,-0.0352,0.2156,0.1804,St. Thomas (MN)
79,Adama Bal,-1.62,4.0614,2.4414,Santa Clara
80,Adante' Holiman,-3.2927,5.143,1.8503,Ga. Southern
81,Aday Mara,3.8377,4.1466,7.9843,UCLA
82,Addison Arnold,-0.1071,-0.5793,-0.6864,Arizona
83,Addison Patterson,0.5489,1.4229,1.9717,Northwestern State
84,Ademide Badmus,-2.9872,-1.0946,-4.0818,Gardner-Webb
85,Ademola Oladipo,-0.5938,0.1496,-0.4442,Alabama A&M
86,Aden Holloway,-0.0914,7.913,7.8216,Alabama
87,Aden Tagaloa-Nelson,0.0272,-0.1752,-0.148,West Virginia
88,Adetokunbo Bakare,-0.1729,2.0375,1.8647,Saint Peter's
89,Adou Thiero,3.8848,5.9013,9.7861,Arkansas
90,Adrian Samuels,-0.1973,-1.5677,-1.7649,American
91,Adrian Uchidiuno,-0.033,0.198,0.165,Brown
92,Adrian Wooley,0.277,6.6005,6.8775,Kennesaw State
93,Afan Trnka,-2.5364,-2.2923,-4.8287,UT Martin
94,Ahamad Bynum,-1.7479,4.7789,3.031,UTEP
95,Ahmad Henderson,-0.1239,3.445,3.3211,UIC
96,Ahmad Nowell,-0.1115,0.8955,0.7841,UConn
97,Ahmad Robinson,-0.441,2.424,1.983,Mercer
98,Ahmed Barba-Bey,-3.4075,1.1183,-2.2892,FDU
99,Ahmed Essahaty,-0.8424,-1.2278,-2.0702,Southeastern La.
100,Ahmet Jonovic,1.3272,1.6268,2.9541,Bradley
101,Ahmir Langlais,-0.9176,-1.1083,-2.0259,Tennessee State
102,Ahron Ulis,-0.5105,-1.6852,-2.1956,Nebraska
103,Aidan Braccia,-0.0702,-0.3013,-0.3715,Belmont
104,Aidan Burke,-0.6548,3.0933,2.4385,UC San Diego
105,Aidan Cammann,2.5974,0.282,2.8793,Stanford
106,Aidan Carpenter,0.2423,-1.3749,-1.1326,Sacred Heart
107,Aidan Driggers,0.1969,-0.0988,0.0981,Jacksonville State
108,Aidan Hadaway,-0.5217,1.781,1.2592,Ohio
109,Aidan Harris,-0.201,-1.0641,-1.2651,Saint Francis
110,Aidan Kehoe,-1.9055,1.1626,-0.7429,Navy
111,Aidan Konop,-0.3471,-0.074,-0.4211,Wisconsin
112,Aidan Mahaney,-0.4913,-0.0036,-0.4949,UConn
113,Aidan McCool,-0.2755,-0.4703,-0.7459,Louisville
114,Aidan Mckeon,-0.1726,-0.2762,-0.4489,James Madison
115,Aidan Noyes,-1.2869,1.852,0.5651,Belmont
116,Aidan Reichert,-3.2539,3.7729,0.519,Mercyhurst
117,Aidan Richard,-2.136,0.1728,-1.9632,Holy Cross
118,Aidan Rubio,-0.8354,-0.3219,-1.1573,UNC Asheville
119,Aidan Shaw,0.7132,2.0274,2.7405,Missouri
120,Aiden Sherrell,1.3256,3.6119,4.9375,Alabama
121,Aiden Tobiason,-1.6676,2.9798,1.3122,Temple
122,Ajay Holubar,-1.352,1.1824,-0.1695,IU Indy
123,Ajay Sheldon,-0.3477,0.4055,0.0578,Ohio
124,Ajay Tew,-0.9303,-0.0545,-0.9848,ULM
125,Akil Watson,-0.9525,-0.5093,-1.4618,Massachusetts
126,Akili Evans,-0.534,-2.4145,-2.9485,Austin Peay
127,Akintola Akinniyi,-0.1439,-0.2772,-0.4211,Quinnipiac
128,Akira Jacobs,-2.3391,1.2026,-1.1365,Hawaii
129,Akrum Ahemed,1.6214,-0.0568,1.5646,UNC Greensboro
130,Al Green,-1.7982,3.8874,2.0892,Louisiana Tech
131,Alaaeddine Boutayeb,-0.6207,-1.1709,-1.7917,Rider
132,Alden Applewhite,-1.1832,2.908,1.7247,Murray State
133,Alec Millender,-3.1971,2.5444,-0.6526,IU Indy
134,Alec Oglesby,0.244,0.2067,0.4506,Middle Tenn.
135,Alejandro Vasquez,-2.1232,2.1875,0.0643,UAB
136,Aleks Szymczyk,-0.494,-1.0848,-1.5788,Charlotte
137,Aleksandar Gavalyugov,-0.219,0.3721,0.1531,Villanova
138,Aleksander Pachucki,-0.6682,0.2735,-0.3947,Fordham
139,Alem Huseinovic,-0.413,1.9524,1.5394,Rice
140,Alex Anderson,-3.2912,-0.9039,-4.1951,Texas Southern
141,Alex Andrews,-0.0904,-0.0861,-0.1765,Florida A&M
142,Alex Bates,-0.8472,-1.7606,-2.6077,Stonehill
143,Alex Chaikin,-2.5492,5.7418,3.1925,Lafayette
144,Alex Condon,3.3253,6.0134,9.3387,Florida
145,Alex Cotton,-0.4301,0.3254,-0.1047,North Texas
146,Alex Crawford,-2.8119,0.7741,-2.0377,Fresno St.
147,Alex Daniels,-0.4864,-0.3532,-0.8395,American
148,Alex Doyle,-1.9983,-0.5234,-2.5218,Stetson
149,Alex Engro,0.09,0.0563,0.1463,Army West Point
150,Alex Holt,-1.6304,2.529,0.8985,Mercer
151,Alex Horiuk,-0.5504,-2.8346,-3.385,Southern Ind.
152,Alex Huibregtse,-4.9379,3.0861,-1.8518,Wright State
153,Alex Karaban,-0.6246,8.6783,8.0536,UConn
154,Alex Koch,0.1358,0.1425,0.2783,Mercer
155,Alex Kovatchev,0.4266,-0.6054,-0.1787,Sacramento St.
156,Alex Leiba,0.1118,-1.0044,-0.8926,Pepperdine
157,Alex McFadden,-0.6033,0.1301,-0.4732,Delaware
158,Alex Merkviladze,-0.7308,2.8514,2.1206,LMU (CA)
159,Alex Nokes,0.1938,0.1081,0.3019,Lindenwood
160,Alex Raiford,-1.3941,-1.1423,-2.5364,Chicago State
161,Alex Tchikou,-0.1488,-0.5449,-0.6937,Detroit Mercy
162,Alex Tew,0.1674,-1.3333,-1.1659,Weber State
163,Alexander Lesburt,-1.0123,1.9272,0.9149,Brown
164,Alexander Nwagha,-0.8311,-1.0818,-1.9129,Northeastern
165,Alexis Marmolejos,-1.9052,3.4152,1.51,Lamar University
166,Alexis Reyes,-1.6357,-0.8696,-2.5053,Quinnipiac
167,Alfred Worrell,-2.0606,0.4075,-1.6531,Southern Miss.
168,Alfredo Addesa,-1.7136,0.8285,-0.8851,Lehigh
169,Ali Dibba,-0.8921,3.1385,2.2463,Southern Ill.
170,Ali Ragab,0.3217,-1.2011,-0.8795,Northern Ariz.
171,Alier Maluk,-0.406,-1.0927,-1.4987,Florida State
172,Alijah Curry,-0.2167,-0.4681,-0.6848,Manhattan
173,Alijah Martin,1.0928,6.3226,7.4154,Florida
174,All Wright,-2.6194,3.9278,1.3084,Valparaiso
175,Allen David Mukeba,-0.6497,4.2035,3.5537,Oakland
176,Allen Myers,-0.2289,-0.1952,-0.424,Manhattan
177,Allen Strothers,-0.8398,-0.2557,-1.0955,ETSU
178,Allen Udemadu,-0.9274,-2.603,-3.5304,Missouri State
179,Almar Atlason,-2.8465,0.5389,-2.3076,Bradley
180,Alonso Faure,-1.5606,-1.5317,-3.0924,Pepperdine
181,Alonzo Dodd,0.6075,-0.8033,-0.1959,App State
182,Alpha Chibambe,-0.5363,-0.4074,-0.9437,UMBC
183,Alphonzo Billups,-1.2423,0.2858,-0.9565,VCU
184,Alston Andrews,0.0263,-3.184,-3.1577,Delaware State
185,Alston Mason,-1.7766,5.0204,3.2439,Arizona State
186,Alvaro Cardenas,0.3487,6.4577,6.8064,Boise State
187,Alvaro Folgueiras,2.4597,6.5315,8.9912,Robert Morris
188,Alvin Stredic,-5.5661,-4.3768,-9.9429,Mississippi Val.
189,Aly Tounkara,1.0288,-0.6807,0.348,Lindenwood
190,Alyn Breed,-0.1246,-0.0076,-0.1322,McNeese
191,Amaan Sandhu,-0.0385,-0.2395,-0.278,Manhattan
192,Amadou Doumbia,0.0823,-0.7907,-0.7084,Massachusetts
193,Amael L'Etang,2.1611,2.4193,4.5804,Dayton
194,Amahrie Simpkins,-2.2905,2.1556,-0.1349,Morgan State
195,Amani Drummond,0.0972,-0.6649,-0.5677,UIW
196,Amani Hansberry,1.9316,4.5676,6.4992,West Virginia
197,Amani Lyles,0.0912,2.7361,2.8273,Akron
198,Amar Augillard,-0.2856,-0.2281,-0.5138,Fresno St.
199,Amar Kuljuhovic,-3.1705,4.1345,0.964,North Dakota
200,Amar'e Marshall,-3.4755,1.3681,-2.1074,UAlbany
201,Amare Campbell,-0.1988,-1.3161,-1.5149,Pacific
202,Amaree Abram,-0.1875,3.8217,3.6342,Louisiana Tech
203,Amari Jedkins,-0.1839,-0.7404,-0.9243,Montana
204,Amari McCottry,1.3216,-1.3679,-0.0463,Saint Louis
205,Amari Williams,3.5365,6.6559,10.1923,Kentucky
206,Amarion Dickerson,1.4738,2.4922,3.966,Robert Morris
207,Amarr Knox,-3.0838,1.9982,-1.0857,Alabama State
208,Amarri Monroe,-0.8008,3.5233,2.7224,Quinnipiac
209,Amdy Ndiaye,0.0564,-0.0878,-0.0314,Pittsburgh
210,Ametri Moss,-2.9841,0.2361,-2.748,North Florida
211,Amier Ali,-1.4537,2.9239,1.4702,Arizona State
212,Amir Arrington,-0.4296,-0.0246,-0.4542,George Washington
213,Amir Lindsey,-1.8402,1.0331,-0.807,UAlbany
214,Amir Nesbitt,-1.6227,-0.1443,-1.767,Stonehill
215,Amir Shaheed,0.04,0.0334,0.0734,Towson
216,Amiri Stewart,-0.6869,2.2171,1.5302,Sacred Heart
217,Amsal Delalic,-0.0621,1.1079,1.0459,Pittsburgh
218,Anakin Brown,-0.2702,-0.0536,-0.3238,Jacksonville
219,Anastasios Rozakeas,-1.0743,-1.007,-2.0813,Florida State
220,Anderson Kopp,0.8704,6.0654,6.9358,Kansas City
221,Andersson Garcia,3.525,6.6854,10.2104,Texas A&M
222,Andre Curbelo,-0.0276,-0.3814,-0.409,Southern Miss.
223,Andre Henry,2.7503,-0.2806,2.4697,UC Irvine
224,Andre Johnson,-1.099,-0.4747,-1.5737,Utah Valley
225,Andre Lorentsson,-2.5058,1.4417,-1.0641,Toledo
226,Andre Mulibea,-1.0417,0.9584,-0.0833,Coastal Carolina
227,Andre Nunley,1.1968,-1.6668,-0.47,Southern U.
228,Andre Screen,0.6592,1.5124,2.1716,Butler
229,Andre Snoddy,-4.2182,2.1088,-2.1095,Stony Brook
230,Andre Weir,0.8405,-1.8317,-0.9912,Kennesaw State
231,Andre Young,-0.4329,-2.8829,-3.3159,Rider
232,Andrea Holden,-0.9835,-0.4398,-1.4233,Wright State
233,Andrej Jakimovski,1.1758,3.9996,5.1754,Colorado
234,Andrej Stojakovic,-0.5906,5.7574,5.1668,California
235,Andres Marrero,0.3998,-0.7486,-0.3488,La Salle
236,Andrew Akuchie,-0.8601,-0.2509,-1.111,Rice
237,Andrew Alia,0.4511,-0.9799,-0.5287,Drake
238,Andrew Bailey,-0.1668,-0.1741,-0.341,Charlotte
239,Andrew Ball,-1.2801,0.6792,-0.6008,Monmouth
240,Andrew Canda,-0.1774,-0.2687,-0.4461,FDU
241,Andrew Carr,3.0312,6.4822,9.5134,Kentucky
242,Andrew Cook,-3.4078,5.3242,1.9163,Eastern Wash.
243,Andrew Holifield,2.3918,4.7295,7.1213,Lamar University
244,Andrew King,-3.0479,0.594,-2.4539,Elon
245,Andrew Latiff,-0.3487,-0.0807,-0.4294,Clemson
246,Andrew McConnell,-2.7229,0.1199,-2.603,USC Upstate
247,Andrew McKeever,-0.3922,0.5546,0.1624,Saint Mary's (CA)
248,Andrew McKenna,0.0967,-0.0662,0.0305,Pacific
249,Andrew Meadow,-1.7004,4.6985,2.9982,Boise State
250,Andrew Morgan,-0.5471,0.8155,0.2684,Nebraska
251,Andrew Nagy,-2.1712,0.2868,-1.8843,Long Beach State
252,Andrew Phillips,-2.7943,1.6019,-1.1924,Lafayette
253,Andrew Rohde,-2.1381,2.6308,0.4927,Virginia
254,Andrew Sineway,-0.1807,0.372,0.1912,High Point
255,Andrew Taylor,-0.6319,-0.0931,-0.7249,Stetson
256,Andrew Welage,-0.7306,1.3447,0.6141,Wright State
257,Andrew Younan,0.1402,0.9608,1.1009,Weber State
258,Andrija Bukumirovic,-4.2784,1.7419,-2.5364,UT Martin
259,Andrija Vukovic,-0.7967,0.5669,-0.2299,Oklahoma State
260,Andy Stefonowicz,-1.2923,2.334,1.0417,North Dakota State
261,Aneek Patil,-0.2049,0.0523,-0.1526,Queens (NC)
262,Angel Montas,-2.244,-1.5809,-3.8249,Mercer
263,Angelo Brizzi,-0.7461,0.9571,0.2111,Longwood
264,Angelo Ciaravino,0.3077,1.3182,1.6259,Northwestern
265,Angelo Winkel,0.5564,-1.9996,-1.4432,Eastern Wash.
266,Angok Anyang,-1.4118,-0.7944,-2.2062,Alabama A&M
267,Anias Futrell,-2.0113,1.4272,-0.5842,Lindenwood
268,Aniwaniwa Tait-Jones,2.1663,9.3288,11.4952,UC San Diego
269,Annor Boateng,0.398,-1.0696,-0.6716,Missouri
270,Anouar Mellouk,-2.2999,-2.5291,-4.829,Morehead State
271,Anquan Boldin,-1.2222,-0.2384,-1.4606,Buffalo
272,Anquan Hill,-2.6683,4.8371,2.1687,Sacred Heart
273,Ansley Almonor,-0.6066,4.1372,3.5305,Kentucky
274,Antallah Sandlin'El,-1.5941,-0.3377,-1.9318,Robert Morris
275,Ante Beljan,-2.3446,-0.7899,-3.1344,Little Rock
276,Ante Brzovic,0.1554,4.8876,5.043,Col. of Charleston
277,Anthony Alston,0.3485,-0.1177,0.2308,App State
278,Anthony Arrington,-1.9947,-1.3508,-3.3455,Wofford
279,Anthony Batson,0.2589,-2.3057,-2.0468,Stanford
280,Anthony Benard,-3.8068,-4.2406,-8.0474,Canisius
281,Anthony Blunt,-1.4024,1.8025,0.4002,UMass Lowell
282,Anthony Clayton,-0.2688,-0.1302,-0.399,Syracuse
283,Anthony Dell'Orso,0.2177,6.595,6.8126,Arizona
284,Anthony Doppler,-0.6758,-0.3297,-1.0055,North Dakota
285,Anthony Finkley,0.7158,2.6461,3.3619,Saint Joseph's
286,Anthony Gause,0.1722,-2.4447,-2.2725,Charleston So.
287,Anthony Leal,3.5811,3.4307,7.0118,Indiana
288,Anthony McComb,-5.6026,-0.3726,-5.9752,New Hampshire
289,Anthony Morales,0.6999,-1.9119,-1.212,Kent State
290,Anthony Nimani,-1.3685,0.8836,-0.4849,Cornell
291,Anthony Peoples,0.2105,0.1593,0.3698,N.C. Central
292,Anthony Pritchard,-1.4852,0.3354,-1.1498,Central Mich.
293,Anthony Robinson,3.6693,6.8078,10.4771,Virginia
294,Anthony Robinson,3.6693,6.8078,10.4771,Missouri
295,Anthony Roy,-0.9421,6.0476,5.1054,Green Bay
296,Anthony Selden,-3.7244,2.079,-1.6454,Gardner-Webb
297,Anthony Sellars,-0.1394,-0.1998,-0.3392,Ark.-Pine Bluff
298,Antoine Lorick,-1.5725,1.1704,-0.4021,Tennessee State
299,Anton Bonke,-1.4058,-0.8667,-2.2725,Providence
300,Anton Brookshire,-2.6428,-1.305,-3.9478,Austin Peay
301,Antoni Siewruk,-2.4787,0.8572,-1.6215,New Hampshire
302,Antoni Vlogianitis,0.0011,0.0261,0.0272,Marist
303,"Antonio ""TJ"" Madlock",-1.2069,2.6991,1.4921,Alabama State
304,Antonio Lisenbee,-2.385,0.1008,-2.2842,Alcorn
305,Antonio Sisk,-3.9202,-3.8425,-7.7627,Mississippi Val.
306,Antwan Burnett,0.4913,0.4927,0.984,Grambling
307,Antwan Robinson,-2.9414,-2.9651,-5.9065,Cal St. Fullerton
308,Antwann Jones,-0.2382,0.2569,0.0187,Bethune-Cookman
309,Antwaun Massey,-1.1837,-1.4189,-2.6026,Southern Ill.
310,Antwone Woolfolk,1.589,-0.5506,1.0384,Miami (OH)
311,Antwonne Holmes,-0.4336,-0.8486,-1.2822,UTEP
312,Anwar Gill,-2.418,0.1449,-2.2731,Howard
313,Apostolos Roumoglou,-1.5152,0.7576,-0.7576,Richmond
314,Aquan Smart,-0.9342,1.2066,0.2724,N.C. Central
315,Arden Conyers,-0.5194,-0.1837,-0.7031,South Carolina
316,Ari Fulton,-2.5977,0.2556,-2.3422,NJIT
317,Ari Seals,-0.2535,-0.5546,-0.8081,Tulsa
318,Aric Demings,-1.4403,-3.3854,-4.8256,Monmouth
319,Ariel Bland,0.0357,-1.714,-1.6783,UC Santa Barbara
320,Arlandus Keyes,1.4014,1.2574,2.6588,Mount St. Mary's
321,Armandas Plintauskas,-0.1916,-3.6171,-3.8087,Merrimack
322,Armani Perkins,-0.3377,-0.3328,-0.6706,UMass Lowell
323,Armoni Zeigler,-0.8493,0.4988,-0.3505,Saint Peter's
324,Arnas Sakenis,0.6537,0.3526,1.0063,SIUE
325,Arne Osojnik,-3.0696,1.1717,-1.8979,Eastern Mich.
326,Arop Arop,-0.7645,-0.8822,-1.6467,Columbia
327,Arrinten Page,0.852,0.3827,1.2346,Cincinnati
328,Artese Stapleton,0.6754,-0.4508,0.2246,Eastern Ill.
329,Arthur Kaluma,2.6445,6.0041,8.6485,Texas
330,Arthur Tate,-8.8385,-1.9014,-10.7399,Mississippi Val.
331,Arturo Dean,2.449,2.4005,4.8495,Oklahoma State
332,Aryan Arora,-0.5437,-0.2395,-0.7833,Manhattan
333,Asa Newell,-0.4168,7.2975,6.8807,Georgia
334,Asa Thomas,-0.8573,0.1742,-0.6832,Clemson
335,Asher Boney,-0.1136,-1.5453,-1.6589,Southeastern La.
336,Asher Woods,-1.3692,2.748,1.3788,Tulane
337,Ashton Hardaway,1.4352,0.2803,1.7155,Saint Mary's (CA)
338,Ashton Reese,-0.7184,-0.2753,-0.9937,UMBC
339,Ashton Smith,-2.5845,0.0135,-2.571,South Dakota
340,Ashton Williamson,-1.6535,-0.5948,-2.2482,FIU
341,Asim Jones,-0.3451,2.3135,1.9684,FIU
342,Asjon Anderson,-0.7551,0.3885,-0.3665,Queens (NC)
343,Assane Diop,0.4191,-0.0415,0.3775,Colorado
344,Atiki Ally Atiki,2.6574,0.476,3.1335,New Mexico
345,Atin Wright,0.1888,4.985,5.1738,North Texas
346,Atticus Schuler,-0.0813,-0.0966,-0.1779,Dayton
347,Aubin Gateretse,0.0183,2.5836,2.602,Utah State
348,Augustas Marciulionis,1.921,5.721,7.642,Saint Mary's (CA)
349,Augustinas Kiudulas,-2.7104,1.5488,-1.1616,VMI
350,Augusto Cassia,0.9028,0.6422,1.545,Butler
351,Augustus Gerhart,-0.4495,-0.585,-1.0345,Penn
352,Austin Benigni,-2.3618,3.4072,1.0454,Navy
353,Austin Brooks,0.0953,-0.2363,-0.1411,Jacksonville State
354,Austin Green,-1.1785,0.2932,-0.8852,Texas State
355,Austin Harvell,-1.0578,-1.1199,-2.1777,Alabama A&M
356,Austin Herro,-0.1333,-0.358,-0.4913,South Carolina
357,Austin Hunt,-1.1891,1.9148,0.7257,Harvard
358,Austin Johnson,-3.2401,-1.2015,-4.4416,Long Beach State
359,Austin Maurer,-1.3504,0.2626,-1.0878,Grand Canyon
360,Austin Montgomery,-0.9091,-0.2117,-1.1208,Georgetown
361,Austin Nunez,0.0921,-0.2232,-0.1311,Arizona State
362,Austin Parks,0.1375,0.2942,0.4317,Ohio State
363,Austin Patterson,-1.1723,2.1148,0.9426,Montana
364,Austin Rapp,-1.3604,2.8209,1.4605,Portland
365,Austin Swartz,-4.8504,1.6609,-3.1895,Miami (FL)
366,Austin Villarreal,-0.5844,-0.3608,-0.9451,Milwaukee
367,Austin Williams,-1.6586,-1.5494,-3.2081,Elon
368,Avantae Parker,0.6831,-1.3324,-0.6493,Ga. Southern
369,Avery Brown,-4.6713,1.0872,-3.5841,Columbia
370,Avery Felts,0.6713,-0.2875,0.3838,Arkansas State
371,Avishai Lowery,-0.0917,0.0543,-0.0375,Jacksonville State
372,Ayden Davis,-0.9284,-0.7841,-1.7125,Wright State
373,Ayden Evans,-1.7708,-2.5782,-4.349,Ohio
374,Ayden Kelley,-0.0622,-0.2197,-0.2818,Arkansas
375,Ayodele Taiwo,1.0428,-4.9051,-3.8623,Howard
376,Ayomide Bamisile,-0.4767,0.0434,-0.4333,Utah
377,Azavier Johnson,-0.3687,-0.5771,-0.9458,New Mexico State
378,Aziz Bandaogo,1.7788,4.5279,6.3067,Cincinnati
379,Azmar Abdullah,-2.3792,-0.6153,-2.9945,Boston U.
380,B Artis White,-1.5674,-0.6077,-2.1751,Richmond
381,BB Knight,-0.6804,0.05,-0.6304,Lamar University
382,BJ Davis,2.0273,4.0788,6.1061,San Diego State
383,BJ Edwards,3.2493,5.09,8.3393,SMU
384,BJ Freeman,0.1278,4.22,4.3478,Arizona State
385,BJ Kolly,0.5152,-1.0138,-0.4985,Montana State
386,BJ Omot,0.6047,0.345,0.9497,California
387,BJ Ward,-1.1157,1.0544,-0.0614,Southeast Mo. St.
388,Baba Miller,0.7267,7.0094,7.7361,Fla. Atlantic
389,Babacar Diallo,0.1577,1.9295,2.0872,Kansas City
390,Babacar Faye,1.9721,2.2556,4.2277,Western Ky.
391,Babacar Mbengue,0.1162,0.073,0.1892,UTEP
392,Babatunde Durodola,-2.1279,0.2444,-1.8835,Temple
393,Baboucarr Njie,-0.38,0.2628,-0.1172,UTSA
394,Bailey Nunn,-3.2305,-2.6707,-5.9012,Sacramento St.
395,Bangot Dak,0.5715,2.2767,2.8482,Colorado
396,Baraka Okojie,-0.2518,1.2022,0.9505,Memphis
397,Barrington Hargress,-2.4475,7.4288,4.9813,UC Riverside
398,Barry Evans,-0.043,3.5522,3.5092,Bryant
399,Bash Wieland,-0.062,4.3234,4.2614,Chattanooga
400,Basheer Jihad,1.2682,4.458,5.7262,Arizona State
401,Bautista Giralt,-0.8159,-0.8573,-1.6732,UAlbany
402,Baye Fall,-1.033,-0.383,-1.416,Kansas State
403,Baye Ndongo,3.2004,1.8042,5.0046,Georgia Tech
404,Baylor Hebb,-0.7035,-0.4661,-1.1696,UTEP
405,Beau Becker,-2.2452,-1.5564,-3.8016,Air Force
406,Belal El Shakery,0.0845,-0.3705,-0.286,Wofford
407,Ben Bowen,-0.7671,-0.712,-1.4791,Denver
408,Ben Bradford,-0.9395,1.2275,0.288,Charlotte
409,Ben Brown,-0.6688,-1.1918,-1.8606,Dartmouth
410,Ben Burnham,-0.8132,3.3729,2.5597,Virginia Tech
411,Ben Callahan-Gold,-2.6675,2.4547,-0.2129,Binghamton
412,Ben Capron,0.3559,-0.1265,0.2294,Holy Cross
413,Ben Defty,-0.6692,0.1338,-0.5354,Boston U.
414,Ben Egbo,-0.5867,-1.788,-2.3748,UC Irvine
415,Ben Eisendrath,0.258,-1.9939,-1.7359,Harvard
416,Ben Estis,-0.6662,-0.0047,-0.6709,Ohio
417,Ben Ezeagu,-0.1354,0.1277,-0.0076,App State
418,Ben Fox,-1.9283,0.8858,-1.0425,Central Ark.
