,player,DRAPM,ORAPM,Total_RAPM
1668,Clarence Cummings,0.3305,1.8355,2.1661
1669,Clarence Daniels,3.0032,0.5796,3.5828
1670,Clarence Massamba,0.9856,0.8824,1.868
1671,Clarence Rupert,2.9427,0.269,3.2117
1672,Clark Slajchert,-0.2085,3.1558,2.9473
1673,Clash Peters,3.6994,-0.6129,3.0865
1674,Claudell Harris,0.8328,4.9622,5.795
1675,Clay Howard,-0.0543,0.9467,0.8924
1676,Clayton Jackson,3.1288,-0.6576,2.4712
1677,Clayton Parker,-1.2752,-1.5363,-2.8115
1678,Clayton Southwick,1.5476,-3.4165,-1.8689
1679,Clem Edomwonyin,-0.5274,-0.6081,-1.1354
1680,Cli'ron Hornbeak,2.2016,-1.0196,1.182
1681,Cliff Davis,-1.4464,3.1002,1.6538
1682,Clifford Omoruyi,6.1097,1.3011,7.4108
1683,Clinton Efinda,-2.2637,2.2365,-0.0272
1684,Clyde Bailey,1.9331,1.8498,3.783
1685,Clyde Mauldin,0.5845,-0.4936,0.0909
1686,Cobe Williams,3.4313,2.6292,6.0605
1687,Cobey Harraway,-0.3405,-1.2815,-1.622
1688,Cobi Campbell,-1.0739,1.6995,0.6256
1689,Cobie Montgomery,1.8292,-0.1778,1.6515
1690,Cody Head,0.474,1.8259,2.2999
1691,Cody Pennebaker,-1.99,-1.6637,-3.6536
1692,Cody Williams,0.9108,2.8065,3.7173
1693,Coen Carr,1.4544,3.8709,5.3253
1694,Colby Baumann,0.7357,-0.4062,0.3295
1695,Colby Brooks,-0.4879,0.0513,-0.4366
1696,Colby Duggan,2.0122,2.7842,4.7963
1697,Colby Garland,0.9508,3.6019,4.5527
1698,Colby McAllister,-0.2928,1.1566,0.8638
1699,Colby Rogers,0.493,3.3648,3.8577
1700,Colby Tanner,2.5411,0.7367,3.2778
1701,Cole Alexander,0.0391,-1.1274,-1.0883
1702,Cole Anderson,-0.7978,3.7107,2.9129
1703,Cole Andrews-Heitz,0.8299,-0.2712,0.5587
1704,Cole Bajema,-0.2691,3.7264,3.4573
1705,Cole Bott,0.2771,-0.9585,-0.6814
1706,Cole Bowser,-0.0112,2.2144,2.2032
1707,Cole Certa,0.6748,6.5779,7.2527
1708,Cole Despie,-0.4865,0.3054,-0.1811
1709,Cole Farrell,-0.2303,-2.1278,-2.3582
1710,Cole Franklin,1.2835,-3.1029,-1.8194
1711,Cole Glasgow,-0.362,-1.7446,-2.1066
1712,Cole Haller,0.2493,-2.7046,-2.4553
1713,Cole Hargrove,1.3028,0.2288,1.5315
1714,Cole Henry,-1.4714,0.6163,-0.8552
1715,Cole Kastner,0.4959,0.9718,1.4677
1716,Cole Kirouac,1.1041,0.0483,1.1524
1717,Cole LaRue,-1.1952,-1.3205,-2.5157
1718,Cole Lake,0.2237,-0.3956,-0.1719
1719,Cole McCabe,-0.3699,-3.6623,-4.0322
1720,Cole McCormick,-2.4438,2.0294,-0.4144
1721,Cole McGrath,-0.5223,-0.5748,-1.0971
1722,Cole Paar,0.0782,-0.3846,-0.3064
1723,Cole Pepe,-0.6799,-0.4985,-1.1784
1724,Cole Scherer,-0.6251,1.9883,1.3633
1725,Cole Sherman,-1.3055,-0.3377,-1.6432
1726,Coleman Hawkins,2.0027,8.809,10.8117
1727,Coleman Lemke,0.915,-0.6636,0.2514
1728,Coleson Messer,0.4015,0.1512,0.5527
1729,Coleton Benson,-1.2776,1.2045,-0.0731
1730,Colin Ayers,-0.8802,0.2154,-0.6648
1731,Colin Chambers,-0.3922,0.088,-0.3042
1732,Colin Coyne,-0.163,-0.6137,-0.7767
1733,Colin Darby,1.3556,1.5145,2.8701
1734,Colin Granger,-2.2616,2.4352,0.1736
1735,Colin Hawkins,-1.0821,-3.6074,-4.6895
1736,Colin McKenzie,1.4966,-1.1264,0.3702
1737,Colin Ndaw,0.9672,0.182,1.1493
1738,Colin O'Rourke,-0.0844,-0.0272,-0.1116
1739,Colin Porter,2.476,4.7349,7.2109
1740,Colin Ruffin,0.1811,-1.9664,-1.7852
1741,Colin Smalls,-2.1805,2.1546,-0.0259
1742,Colin Smith,1.0458,4.3474,5.3932
1743,Colin Walton,-0.4544,0.353,-0.1013
1744,Colin White,0.836,2.5753,3.4112
1745,Collin Chandler,-0.9523,5.406,4.4538
1746,Collin Cooper,1.9138,2.5003,4.4141
1747,Collin Course,0.0964,0.0994,0.1959
1748,Collin Holloway,-1.9887,1.6009,-0.3877
1749,Collin Kuhl,0.8852,-1.2399,-0.3547
1750,Collin Metcalf,3.0154,1.1143,4.1297
1751,Collin Moore,1.181,1.3339,2.5149
1752,Collin Mulholland,-0.4118,1.7597,1.3479
1753,Collin Murray-Boyles,4.9957,4.775,9.7707
1754,Collin O'Connor,1.2263,-0.0422,1.1842
1755,Collin O'Neal,-0.7098,-0.1984,-0.9081
1756,Collin O'Toole,0.1234,0.0396,0.163
1757,Collin Tanner,0.4062,0.8285,1.2347
1758,Collins Onyejiaka,-0.4146,-0.7248,-1.1393
1759,Colt Langdon,-0.5807,-0.6691,-1.2499
1760,Colt Ness,0.7984,-0.4269,0.3715
1761,Coltie Young,-3.511,0.7154,-2.7956
1762,Comeh Emuobor,-0.3602,0.4264,0.0662
1763,Conner Groce,1.4337,-0.4567,0.977
1764,Conner Venable,-0.3022,-0.8142,-1.1164
1765,Connor Amundsen,-1.561,4.7364,3.1754
1766,Connor Barrett,-0.5183,0.4245,-0.0938
1767,Connor Braun,-0.0132,-0.2931,-0.3062
1768,Connor Christensen,0.8128,-3.2807,-2.4679
1769,Connor Creech,-1.2915,-1.277,-2.5684
1770,Connor Dick,2.0774,-4.5092,-2.4317
1771,Connor Dillon,-1.1837,0.7642,-0.4195
1772,Connor Dow,0.4154,1.5295,1.9449
1773,Connor Dubsky,-0.2436,1.0595,0.8159
1774,Connor Essegian,1.7474,4.7121,6.4596
1775,Connor Gal,0.0693,0.4185,0.4878
1776,Connor Hickman,1.6406,2.913,4.5536
1777,Connor Hollenbeck,-2.5355,1.5779,-0.9576
1778,Connor Horan,-0.1305,-0.4249,-0.5555
1779,Connor Igoe,2.3504,3.4856,5.8361
1780,Connor Kochera,1.6556,3.4535,5.1091
1781,Connor Linke,1.2206,-0.3461,0.8745
1782,Connor Loy,2.2133,0.1333,2.3466
1783,Connor Mancell,-0.4317,-0.4696,-0.9014
1784,Connor Martin,-0.6069,-1.3259,-1.9328
1785,Connor Odom,-0.1482,-0.0111,-0.1592
1786,Connor Serven,4.2747,-0.2608,4.0139
1787,Connor Sevilla,-2.7277,0.7544,-1.9734
1788,Connor Turnbull,4.3131,0.1016,4.4147
1789,Connor Vanover,3.0653,0.356,3.4213
1790,Connor Withers,4.6847,3.6455,8.3302
1791,Conor Enright,1.9711,5.3941,7.3652
1792,Conrad Hawley,-0.4889,0.1523,-0.3366
1793,Conrad Martinez,1.159,6.3194,7.4784
1794,Cooper Bean,0.0601,-0.6714,-0.6113
1795,Cooper Bowser,0.6353,1.3289,1.9642
1796,Cooper Campbell,-1.45,6.9796,5.5296
1797,Cooper Church,0.881,0.2328,1.1139
1798,Cooper Craggs,-0.7257,1.8499,1.1241
1799,Cooper Dewitt,-2.1973,-2.0674,-4.2647
1800,Cooper Flagg,6.5549,5.0427,11.5976
1801,Cooper Haynes,0.9819,-0.4072,0.5747
1802,Cooper Jackson,-1.1268,-0.7701,-1.8969
1803,Cooper Jones,1.3295,0.6102,1.9396
1804,Cooper Josefsberg,-1.213,-0.2356,-1.4486
1805,Cooper Koch,0.8101,2.7436,3.5538
1806,Cooper Mueller,0.0943,0.2338,0.3281
1807,Cooper Nadler,-0.7014,-0.9084,-1.6097
1808,Cooper Noard,-0.7926,4.8183,4.0257
1809,Cooper Schwieger,2.0005,2.67,4.6704
1810,Cooper Smith,-2.2947,-2.1435,-4.4383
1811,Cooper Vogel,-0.0093,-0.6073,-0.6166
1812,Cooper Wright,2.4245,0.4172,2.8417
1813,Corbin Green,0.4029,-2.649,-2.2461
1814,Corbin Zentner,0.6429,2.0145,2.6574
1815,Cord Stansberry,-0.6853,-0.4806,-1.1659
1816,Corentin Efono,-0.5185,-0.029,-0.5475
1817,Corey Boston,-0.1589,0.4632,0.3043
1818,Corey Brown,-0.553,-0.7944,-1.3474
1819,Corey Camper,1.8486,3.4317,5.2803
1820,Corey Caulker,-0.0582,2.6525,2.5944
1821,Corey Chesley,-0.5345,-1.1669,-1.7014
1822,Corey Chest,5.1539,0.5194,5.6732
1823,Corey Floyd,1.4103,1.9796,3.3898
1824,Corey Hadnot,1.429,2.8672,4.2961
1825,Corey Jones,0.8391,2.1384,2.9775
1826,Corey McKeithan,3.7309,2.1787,5.9096
1827,Corey Miller,0.1,-1.5769,-1.4769
1828,Corey Perkins,-0.1546,-2.2064,-2.3609
1829,Corey Sawyer,1.1826,2.5302,3.7127
1830,Corey Stephenson,1.4688,5.7078,7.1767
1831,Corey Thomas,4.9891,3.4557,8.4448
1832,Corey Tripp,2.9956,2.7055,5.7011
1833,Corey Walker,-1.0786,2.2993,1.2207
1834,Corey Washington,2.3179,7.5104,9.8282
1835,Corleone Dandridge,0.2245,-0.0073,0.2172
1836,Cormac Ryan,1.7567,5.6762,7.4328
1837,Corneilous Williams,2.7975,2.6675,5.465
1838,Cornelius Robinson,-1.6517,1.0908,-0.5609
1839,Cort Roberson,0.7083,0.2644,0.9727
1840,Cory Curtis,0.4282,-0.6295,-0.2013
1841,Cory Wells,0.5292,-0.8251,-0.2959
1842,Cougar Downing,0.237,2.3543,2.5913
1843,Courtland Muldrew,0.4964,2.1575,2.6538
1844,Courtney Anderson,1.3063,1.0365,2.3428
1845,Courtney Brown,-0.5809,0.6437,0.0628
1846,Courtney Wallace,0.1917,1.901,2.0927
1847,Covy Kelly,0.7105,0.5918,1.3023
1848,Cowandric Samuel,1.2669,-1.0615,0.2054
1849,Creed Williamson,3.4302,0.2557,3.6859
1850,Creighton Lebo,0.5825,0.0023,0.5848
1851,Creighton Thieneman,0.4903,0.0596,0.5499
1852,Cris Carroll,2.1787,0.7584,2.9371
1853,Crosby James,1.6172,1.2051,2.8223
1854,Cruz Davis,2.0274,1.1568,3.1842
1855,Curt Hopf,-2.3902,-3.1238,-5.5139
1856,Curt Lewis,0.5325,1.6336,2.1661
1857,Curtis Blair,1.0348,-0.8676,0.1672
1858,Curtis Givens,-2.8854,1.1076,-1.7778
1859,Curtis Jones,3.4374,4.0409,7.4784
1860,Curtis Stinson,2.2817,-0.3293,1.9525
1861,Curtis Williams,-1.825,3.4734,1.6484
1862,Cyncier Harrison,-0.2323,-2.6866,-2.9189
1863,Cyprian Hyde,-0.0214,-1.163,-1.1844
1864,Cyr Malonga,3.665,-1.4752,2.1898
1865,Cyril Arvanitis,0.9236,0.4791,1.4027
1866,Cyril Franklin,-0.4518,0.9158,0.4639
1867,Cyril Martynov,1.355,-2.6146,-1.2596
1868,Cyrus Largie,-0.0134,2.9378,2.9245
1869,D'Andre Harrison,2.2563,-0.2513,2.005
1870,D'Angelo Minnis,0.3082,0.161,0.4692
1871,D'Angelo Stines,-1.3225,-0.796,-2.1185
1872,D'Ante Bass,5.4853,0.325,5.8103
1873,D'Ante Bell,4.2397,-1.3582,2.8815
1874,D'Aundre Samuels,0.6588,-0.3508,0.308
1875,D'Auntray Pierce,2.8473,0.3956,3.2429
1876,D'Marco Dunn,4.3731,3.3627,7.7358
1877,D'Maurian Williams,-1.7513,4.9061,3.1548
1878,D'Shay Wright,-0.0026,-0.0532,-0.0558
1879,DA Houston,-1.9236,-0.4751,-2.3987
1880,DJ Armstrong,3.9232,0.0329,3.9561
1881,DJ Burns,2.7781,3.987,6.7651
1882,DJ Campbell,1.0127,1.658,2.6707
1883,DJ Davis,0.7922,3.1397,3.9319
1884,DJ Dormu,-1.5226,-1.0664,-2.589
1885,DJ Dudley,-0.9376,2.9411,2.0035
1886,DJ Hall,0.1568,3.0557,3.2125
1887,DJ Horne,3.7697,5.6917,9.4614
1888,DJ Hughes,1.7238,0.3278,2.0515
1889,DJ Jackson,-2.0365,2.1511,0.1146
1890,DJ Jefferson,-0.4252,-0.7694,-1.1946
1891,DJ Jeffries,6.539,3.6249,10.1639
1892,DJ Nix,-0.1014,-0.3949,-0.4964
1893,DJ Nussbaum,4.2354,-0.6015,3.6339
1894,DJ Patrick,2.2833,0.4494,2.7328
1895,DJ Richards,1.4239,4.1138,5.5377
1896,DJ Rodman,3.0783,4.14,7.2184
1897,DJ Shine,-1.5097,2.4404,0.9306
1898,DJ Smith,2.0048,5.409,7.4137
1899,DJ Stickman,1.3885,0.8628,2.2513
1900,DJ Thomas,-0.3385,0.1176,-0.2209
1901,DJ Victory,-0.2699,0.416,0.1461
1902,DJ Wagner,0.2022,3.0984,3.3006
1903,DK Thorn,-1.0943,1.1942,0.0999
1904,DQ Cole,2.9496,1.494,4.4436
1905,DQ Nicholas,2.4416,2.7042,5.1458
1906,Da'Sean Nelson,0.0459,1.3654,1.4114
1907,Da'Shawn Phillip,1.1697,-0.0232,1.1465
1908,DaCannon Wickware,-1.2808,-0.9112,-2.192
1909,DaJion Humphrey,-0.0766,-0.3259,-0.4024
1910,DaJohn Craig,-0.3831,1.8801,1.4971
1911,DaJuan Gordon,2.4991,2.9614,5.4605
1912,DaMariee Jones,-1.6928,0.6549,-1.0378
1913,DaMaryon Fishburn,-2.1331,1.9511,-0.182
1914,DaQuan Smith,-1.5482,3.0569,1.5087
1915,DaRon Holmes,5.2187,-0.4013,4.8174
1916,DaSean Stevens,2.3204,5.3824,7.7028
1917,DaShawn Jackson,1.5875,1.1324,2.7199
1918,Dae Dae Grant,1.5975,7.1519,8.7494
1919,Dae Dae Hunter,-1.5553,-0.0778,-1.6331
1920,DaeVeon Scott,1.5938,1.3866,2.9804
1921,Daemar Kelly,-2.2953,-1.4849,-3.7802
1922,Daeshon Shepherd,0.5747,1.9793,2.554
1923,Daeshun Ruffin,1.0668,3.642,4.7088
1924,Dai Dai Ames,2.0359,4.5325,6.5684
1925,Dailin Smith,-4.6258,-1.7249,-6.3507
1926,Dailliss Cox,1.208,-1.3607,-0.1527
1927,Dailyn Swain,4.6947,3.036,7.7306
1928,Daimion Collins,0.7401,0.9713,1.7114
1929,Dain Dainja,4.5118,0.6997,5.2114
1930,Daiquan Copeland,0.0836,-0.3999,-0.3163
1931,Dajuan Harris,6.6499,2.6583,9.3082
1932,Dakota Candler,0.9472,-0.9405,0.0067
1933,Dakota Leffew,3.1519,2.5896,5.7415
1934,Dakota Rivers,0.9754,-2.5543,-1.5789
1935,Dale Bonner,4.7166,1.7714,6.488
1936,Dalen Davis,1.6797,0.8891,2.5688
1937,Dalen Ridgnal,1.4429,2.4562,3.899
1938,"Dallan ""Deebo"" Coleman",3.6522,3.2389,6.8911
1939,Dallas Graziani,1.8284,2.1565,3.9848
1940,Dallas Hobbs,-0.3661,0.394,0.0279
1941,Dallas Howell,-0.6819,2.0865,1.4045
1942,Dallas James,0.6461,-2.5581,-1.9121
1943,Dallas Thomas,0.3851,2.2869,2.672
1944,Dallas Washington,-1.9469,-3.5563,-5.5032
1945,Dallin Grant,-0.8183,-2.3981,-3.2164
1946,Dallin Hall,4.884,6.7384,11.6224
1947,Dallion Johnson,1.0802,0.1142,1.1944
1948,Dalph Panopio,0.1519,2.3492,2.501
1949,Dalton Banks,2.0609,4.5621,6.623
1950,Dalton Knecht,3.9256,2.8398,6.7655
1951,Dalton Scantlebury,3.4721,1.4969,4.9691
1952,Dalyn Brandon,0.3413,-0.1665,0.1748
1953,Daman Tate,-0.0007,2.8308,2.8302
1954,Damani Claxton,2.8758,-0.8418,2.0339
1955,Damani McEntire,4.3575,-1.5686,2.789
1956,Damarco Minor,1.5214,3.2069,4.7282
1957,Damari Monsanto,1.3048,2.9818,4.2866
1958,Damari Wheeler-Thomas,1.1722,-0.5132,0.659
1959,Damarion Bonds,2.7665,1.9801,4.7466
1960,Damarion Dennis,0.2412,4.6018,4.8429
1961,Damarion Walkup,1.8742,-0.4614,1.4128
1962,Damarius Owens,-0.038,-0.6303,-0.6683
1963,Dame Adelekun,0.7702,1.5619,2.3321
1964,Dame Sarr,7.2812,2.0827,9.3639
1965,Damian Dunn,5.2993,1.0723,6.3716
1966,Damian Forrest,1.2805,1.7647,3.0452
1967,Damien King,3.4746,0.0247,3.4993
1968,Damien Mayo,3.4318,3.7137,7.1455
1969,Damien Mazil,0.2421,0.2027,0.4448
1970,Damion Porter,1.4198,-2.9122,-1.4923
1971,Damon Friery,-0.7234,-0.3203,-1.0437
1972,Damon Howard,6.7413,-0.2359,6.5053
1973,Damon Nicholas,4.7016,4.2676,8.9693
1974,Damon Strand,-1.024,1.2711,0.2471
1975,Damon Wilkinson,-1.6589,2.0335,0.3746
1976,Damondre McKnight,-2.6796,-0.1506,-2.8302
1977,Damone King,-1.9028,-2.4168,-4.3196
1978,Damoni Harrison,-1.0792,2.4087,1.3295
1979,Dan Conlan,-0.6543,-0.6218,-1.2761
1980,Dan Gherezgher,-4.6332,3.719,-0.9142
1981,Dan Luers,1.0076,-0.3379,0.6697
1982,Dan Mukuna,-0.6227,0.1903,-0.4324
1983,Dan Petcash,1.462,1.0717,2.5336
1984,Dan Skillings,2.2354,5.2842,7.5196
1985,Dane Erikstrup,4.8914,3.9898,8.8813
1986,Dani Pounds,1.0227,0.2784,1.3012
1987,Daniel Abreu,1.6568,2.8041,4.4609
1988,Daniel Akitoby,-0.7558,3.097,2.3412
1989,Daniel Akoue,0.9578,1.1761,2.1339
1990,Daniel Banister,1.325,2.9656,4.2906
1991,Daniel Batcho,4.3787,2.483,6.8618
1992,Daniel Braster,-0.1323,0.3736,0.2413
1993,Daniel Bublil,-0.5087,-0.1208,-0.6295
1994,Daniel Egbuniwe,2.1452,-0.2291,1.9161
1995,Daniel Foster,2.4215,1.3694,3.7909
1996,Daniel Freitag,-0.9157,5.4081,4.4924
1997,Daniel Guetta,-0.1266,-1.1705,-1.2971
1998,Daniel Hackett,0.1253,0.1951,0.3204
1999,Daniel Hankins-Sanford,1.0384,2.7054,3.7438
2000,Daniel Helterhoff,-2.4288,-2.7486,-5.1774
2001,Daniel Hong,0.5033,0.1651,0.6684
2002,Daniel Jacobsen,-0.2271,0.6097,0.3826
2003,Daniel Johnson,3.8929,2.1097,6.0026
2004,Daniel Loos,1.0068,0.6159,1.6228
2005,Daniel Macgregor,-1.1476,-0.8611,-2.0087
2006,Daniel Marcellinus,0.3626,-0.3915,-0.0288
2007,Daniel Nauseef,-0.8147,-0.2484,-1.0631
2008,Daniel Nixon,0.7753,1.2359,2.0112
2009,Daniel Ogunyemi,0.6517,2.7908,3.4424
2010,Daniel Ortiz,-0.6076,2.322,1.7145
2011,Daniel Rivera,3.0171,-0.9695,2.0476
2012,Daniel Rouzan,-1.6889,-1.8772,-3.5662
2013,Daniel Schreier,0.2691,-0.1372,0.1319
2014,Daniel Shao,-0.2004,-0.0146,-0.215
2015,Daniel Sofield,0.764,1.9638,2.7278
2016,Daniel Tobiloba,1.0925,-0.6655,0.427
2017,Daniel Umoh,1.3223,-1.6563,-0.334
2018,Daniil Glazkov,3.3889,0.5822,3.9711
2019,Danilo Dozic,1.0696,2.6491,3.7188
2020,Danilo Jovanovich,1.1708,1.8201,2.9909
2021,Daniss Jenkins,1.2684,3.4241,4.6925
2022,Danny Carbuccia,-2.6859,1.5494,-1.1365
2023,Danny Grajzl,-0.0047,-0.1529,-0.1576
2024,Danny Murray,-0.2288,-0.8994,-1.1282
2025,Danny Stephens,-2.9895,-3.5833,-6.5728
2026,Danny Washington,0.2638,0.2713,0.535
2027,Danny Wolf,7.0175,2.4751,9.4926
2028,Danny Young,0.605,0.6318,1.2368
2029,Danquez Dawsey,0.256,-0.088,0.168
2030,Dante Allen,1.9336,0.3055,2.2391
2031,Dante Censori-Hercules,1.3349,2.1729,3.5078
2032,Dante DePante,0.0481,0.4553,0.5034
2033,Dante Harris,0.3197,2.2681,2.5878
2034,Dante Kearse,-2.86,0.7442,-2.1158
2035,Dante Maddox,0.0674,4.53,4.5974
2036,Dante Mayo,0.3524,-0.0149,0.3375
2037,Dante Oliver,0.4785,-1.5655,-1.087
2038,Dante Sawyer,-1.8379,-0.2941,-2.132
2039,Dante Wilcox,1.6234,0.1252,1.7486
2040,Dantwan Grimes,1.7812,3.4061,5.1873
2041,Daquan Davis,2.1623,1.1786,3.341
2042,DarKaun King,-1.3637,0.8507,-0.513
2043,Darik Dissette,-0.4943,2.3028,1.8086
2044,Darin Green,1.3244,3.1157,4.4401
2045,Darin Smith,2.2582,3.2199,5.4782
2046,Dario Domingos,0.954,1.2814,2.2354
2047,Darius Acuff,0.1335,6.8769,7.0105
2048,Darius Adams,-1.3724,-0.4695,-1.8419
2049,Darius Beane,-2.0814,-0.042,-2.1234
2050,Darius Brown,3.2573,2.4166,5.6739
2051,Darius Burford,1.7743,1.1844,2.9587
2052,Darius Dawson,-1.4737,1.4631,-0.0106
2053,Darius DeAveiro,-0.9532,1.7162,0.7629
2054,Darius Duffy,-2.1024,3.5226,1.4202
2055,Darius Ervin,-1.0021,0.5432,-0.4588
2056,Darius Ford,-0.7225,-1.0071,-1.7296
2057,Darius Gakwasi,1.0254,1.7215,2.7468
2058,Darius Hannah,5.0233,3.7412,8.7645
2059,Darius Johnson,3.7647,4.1218,7.8864
2060,Darius Leonard,-0.0723,-0.253,-0.3253
2061,Darius Livingston,0.9323,0.5119,1.4442
2062,Darius Maddox,0.5793,4.1632,4.7425
2063,Darius Osborne,0.5765,-3.0892,-2.5127
2064,Darius Robinson,-1.6833,1.5494,-0.134
2065,Darius Washington,0.7703,1.9828,2.7531
2066,Dariyus Woodson,-3.2686,-2.3444,-5.6131
2067,Darlinstone Dubar,2.8584,2.5679,5.4263
2068,Darnell Brodie,3.25,1.6023,4.8524
2069,Darnell Evans,2.8001,-1.657,1.1431
2070,Darnez Slater,-0.8928,1.7735,0.8807
2071,Darrae Goodwin,2.6668,-1.4481,1.2187
2072,Darrell Reed,-0.3265,-2.5296,-2.8561
2073,Darren Buchanan,1.425,2.1616,3.5866
2074,Darren Harris,0.8045,1.6468,2.4512
2075,Darren Williams,-2.1761,1.0477,-1.1284
2076,Darrick Jones,0.2765,0.6461,0.9227
2077,Darrion Baker,-1.5902,-0.0242,-1.6144
2078,Darrion Salery,-3.9777,-2.2585,-6.2362
2079,Darrion Sutton,0.6007,-0.1451,0.4555
2080,Darrion Trammell,1.9943,2.5324,4.5267
2081,Darrion Williams,3.5294,6.6555,10.1849
2082,Darrius Clark,-0.6063,-1.4313,-2.0377
2083,Darrius Miles,-0.4562,-0.9578,-1.414
2084,Darrius Washington,-1.4513,-1.2881,-2.7394
2085,Darryl Simmons,0.5146,5.0311,5.5457
2086,Darryn Peterson,2.3738,1.7364,4.1102
2087,Darryon Prescott,-1.1675,-0.3495,-1.517
2088,Darweshi Hunter,0.5702,1.5557,2.1259
2089,Daryl Anderson,3.2017,-1.0637,2.138
2090,Daryl Banks,1.6453,5.8439,7.4892
2091,Dasear Haskins,1.978,3.0621,5.0401
2092,Dashawn Davis,1.5702,0.4766,2.0469
2093,Dashon Gittens,0.975,2.659,3.634
2094,Dasonte Bowen,2.5389,2.7727,5.3117
2095,Davante Dennis,1.2651,1.9738,3.2389
2096,Dave Dickerson,0.7037,0.6035,1.3071
2097,Davi Remagen,1.7423,0.7907,2.5329
2098,Davian Brown,2.0145,2.0598,4.0743
2099,Davian Williams,-2.3191,0.2663,-2.0528
2100,David Acosta,0.6889,-0.0946,0.5944
2101,David Bolden,-2.2447,-0.0132,-2.2578
2102,David Brown,-5.2755,0.6016,-4.6739
2103,David Burnett,-0.2974,-0.5175,-0.8149
2104,David Castillo,1.9002,-0.5923,1.3079
2105,David Coit,-2.3177,3.2441,0.9264
2106,David Craig,0.2441,-2.1232,-1.8792
2107,David Dixon,3.4678,2.0309,5.4987
2108,David Douglas,0.8439,0.2301,1.074
2109,David Early,1.1259,1.1012,2.2271
2110,David Elliott,-1.268,0.5524,-0.7156
2111,David Fonville,0.9935,0.8246,1.8181
2112,David Fuchs,-2.6721,1.2229,-1.4492
2113,David Gabriel,0.1102,-0.2945,-0.1844
2114,David Giddens,0.2263,0.5289,0.7552
2115,David Gomez,0.2197,0.1901,0.4098
2116,David Green,1.788,5.93,7.718
2117,David Hansen,1.3228,-0.1307,1.192
2118,David Hermes,0.5036,1.7497,2.2533
2119,David Idada,4.931,-1.6048,3.3262
2120,David Jones,0.1575,3.7685,3.926
2121,David Joplin,1.3836,7.102,8.4856
2122,David Kamwanga,3.2323,-1.4719,1.7604
2123,David Mack,1.1039,0.0328,1.1366
2124,David Mager,0.3862,0.1277,0.5139
2125,David McDaniel,-0.7319,0.4252,-0.3067
2126,David Meriwether,1.093,-0.0608,1.0322
2127,David Mirkovic,1.7466,6.1724,7.9189
2128,David Murray,2.9819,-0.1566,2.8253
2129,David N'Guessan,5.3714,3.5908,8.9623
2130,David Ogunleye,0.8046,-1.7798,-0.9752
2131,David Onanina,-0.0504,-0.9526,-1.003
2132,David Pickles,-0.2585,-1.3927,-1.6512
2133,David Punch,5.4805,0.6158,6.0963
2134,David Rochester,2.5603,-0.2554,2.3049
2135,David Simon,0.5902,-0.6645,-0.0742
2136,David Skogman,3.9593,-0.6258,3.3336
2137,David Terrell,3.7886,2.843,6.6316
2138,David Thomas,1.9648,3.9065,5.8713
2139,David Tubek,-0.1414,-0.813,-0.9544
2140,David Vidor,0.3332,0.3101,0.6433
2141,David Ware,-0.9235,-0.546,-1.4695
2142,David Wilkerson,2.0395,0.9245,2.964
2143,Davide Poser,-0.6067,-1.2109,-1.8176
2144,Davidson Hubbard,-0.1476,0.1403,-0.0073
2145,Davin Cosby,-0.1241,2.7192,2.5951
2146,Davin Francis,2.9733,0.6782,3.6515
2147,Davion Bailey,-1.3681,5.4629,4.0947
2148,Davion Bradford,-2.883,-0.8917,-3.7747
2149,Davion Cunningham,-0.4157,2.239,1.8232
2150,Davion Everett,1.7798,0.6307,2.4105
2151,Davion Hannah,3.0698,1.9731,5.0429
2152,Davion Hill,-0.2181,2.7755,2.5574
2153,Davion Sykes,2.8896,1.4586,4.3482
2154,Davis Bynum,-1.0929,-1.5193,-2.6122
2155,Davis Fogle,2.2951,3.7623,6.0575
2156,Davis Miller,0.1175,-0.0151,0.1024
2157,Davis Molnar,3.062,0.5121,3.5741
2158,Davis Smith,-0.1753,-1.0086,-1.1839
2159,Davis White,-2.7968,-1.6305,-4.4273
2160,Davius Loury,2.0169,-1.4722,0.5447
2161,Davon Barnes,2.9543,1.3099,4.2642
2162,Davon Ware,1.0148,0.292,1.3069
2163,Davontae Hall,-1.6068,1.1372,-0.4696
2164,Davonte Davis,1.9515,1.3144,3.2659
2165,Davonte Gaines,1.2333,2.2912,3.5245
2166,Davonte Sweatman,-0.7343,-0.6765,-1.4108
2167,Davyn de Jongh,0.2597,-0.0188,0.2409
2168,Dawson Baker,2.6096,4.1574,6.767
2169,Dawson Carper,0.881,-1.795,-0.914
2170,Dawson Fennema,1.5499,-0.2688,1.2811
2171,Dawson Garcia,4.279,1.8306,6.1095
2172,Day Day Thomas,4.4965,1.1287,5.6253
2173,Dayan Nessah,0.5139,2.8361,3.35
2174,Dayjaun Anderson,3.3259,1.5573,4.8832
2175,Daylan Hamilton,1.2944,0.5827,1.8771
2176,Daylen Berry,0.1146,3.315,3.4296
2177,Daylen Williams,1.0498,-2.6722,-1.6224
2178,Daylon Dickerson,-1.9963,1.0064,-0.9899
2179,Dayne Prim,5.3894,-0.21,5.1794
2180,Dayon Polk,-0.3825,-1.1748,-1.5573
2181,Dayton Forsythe,1.0159,2.8698,3.8857
2182,Dayvion McKnight,2.8679,5.0605,7.9284
2183,De'Ante Green,-0.5353,-1.8777,-2.4129
