,player,DRAPM,ORAPM,Total_RAPM,team
189,Angel Jones,-2.5699,0.4126,-2.1573,Pittsburgh
190,Angel Wilkinson,-2.6374,0.4605,-2.1769,Jackson State
191,Angela Dugalic,3.086,7.7978,10.8838,UCLA
192,Angela Le Faou,-1.1756,-1.9713,-3.1469,Pittsburgh
193,Angelica Velez,-1.0686,0.9173,-0.1513,Syracuse
194,Angelie Ricard,-1.2823,-2.6253,-3.9076,Wagner
195,Angelina Hodgens,-1.8344,-1.243,-3.0774,Northwestern
196,Angelina Nice,-1.997,0.577,-1.4201,Radford
197,Angena Belloso,0.5621,-0.9326,-0.3706,Auburn
198,Angie Juste-Jean,-3.6453,-2.5147,-6.16,South Carolina State
199,Aniah Smith,0.9719,0.9672,1.9391,Jacksonville
200,Anika Hyland,-0.0321,0.6713,0.6392,SFA
201,Anise Geiger,-3.8012,-3.2592,-7.0604,Delaware State
202,Anita Franchini,0.0281,0.5999,0.628,Texas A&M
203,Aniya Finger,-3.0277,1.8757,-1.152,N.C. Central
204,Aniya Hooker,-1.97,2.6276,0.6575,Santa Clara
205,Aniya Palmer,-0.4421,1.5415,1.0994,Alabama A&M
206,Aniya Trent,2.8945,0.101,2.9955,Virginia Tech
207,Aniya' Foy,1.6175,1.0111,2.6286,Kansas State
208,Aniyah Jones,-4.5474,-4.1938,-8.7412,Delaware State
209,Anjanae Richardson,-0.8103,-0.7745,-1.5848,Norfolk State
210,Anna Baraldi,-1.1242,-0.144,-1.2682,Gardner-Webb
211,Anna Chacha,-0.1564,0.598,0.4416,Radford
212,Anna Hager,0.538,0.6196,1.1576,High Point
213,Anna Kunzwiler,-1.1077,-0.8539,-1.9616,Bucknell
214,Anna Mortag,-0.7446,1.6703,0.9257,FGCU
215,Anna Rescifina,-2.906,-0.7736,-3.6797,American
216,Anna Stromberg,-0.1582,-1.5591,-1.7172,Radford
217,Anna Terrian,-0.206,1.1356,0.9296,Michigan State
218,Anna Wikstrom,-0.6332,0.6291,-0.0041,Duke
219,Anna Wypych,-1.6185,4.0407,2.4221,Butler
220,Anne Bair,-1.5022,0.3537,-1.1485,Colgate
221,Annemarie Batista,0.0657,0.7169,0.7826,Vermont
222,Annie Welde,-0.4259,-0.2795,-0.7054,Villanova
223,Anovia Sheals,-1.9336,5.1545,3.2209,Austin Peay
224,Antonia Bates,0.2443,1.1039,1.3482,Rutgers
225,Anyra Wilson,0.5573,2.0381,2.5954,Nicholls
226,Aoibhe Gormley,-2.8939,-0.5918,-3.4857,Boston U.
227,April Edwards,-1.0106,0.3925,-0.6181,Howard
228,April Hooks,-0.6732,-0.3028,-0.9761,Florida A&M
229,Arek Angui,0.8153,-0.7629,0.0523,Auburn
230,Arene Iyekekpolor,-3.1922,-4.4733,-7.6655,Alcorn
231,Aretha Linger,-1.445,0.4381,-1.0068,Presbyterian
232,Ari Long,4.2585,3.9843,8.2428,Oregon
233,Ari Paraskevopoulou,0.2083,0.4572,0.6655,Penn
234,Ari Woodard,-0.6419,0.2213,-0.4206,Seton Hall
235,Ariadna Termis,1.1511,1.742,2.8931,Georgia Tech
236,Ariana Bennett,-3.6728,2.2642,-1.4086,Mercer
237,Ariana Meriedy,-0.196,0.8931,0.6971,Temple
238,Ariana Simmons,1.1082,2.2542,3.3624,South Carolina State
239,Arianna Jackson,-1.5536,5.9449,4.3913,Iowa State
240,Arianna Mosley,-4.4949,-3.893,-8.3879,Grambling
241,Arianna Patton,-2.079,5.4573,3.3783,McNeese
242,Arianna Roberson,0.994,1.8173,2.8114,Duke
243,Ariel Jefferson,-6.138,-0.5267,-6.6646,Mississippi Val.
244,Ariel Little,-0.8755,1.4286,0.5532,St. John's (NY)
245,Ariella Henigan,-3.2635,-0.2574,-3.5209,Howard
246,Arielle Mackey-Williams,0.8081,1.5291,2.3373,BYU
247,Ariyah Burke,-0.995,-1.5386,-2.5337,Alcorn
248,Ary Dizon,-2.2124,2.0074,-0.205,Western Caro.
249,Asani Ceaser,0.2737,0.4325,0.7061,Harvard
250,Asha Sra,-3.393,0.4976,-2.8954,Charleston So.
251,Asha Walker,-3.276,0.1612,-3.1148,A&M-Corpus Christi
252,Ashlee Harris,-2.3949,0.7771,-1.6178,Bellarmine
253,Ashley Buragas,-4.2681,2.5211,-1.7471,Le Moyne
254,Ashley Chea,-2.7168,5.7917,3.0749,Princeton
255,Ashley Dinges,-0.6686,2.1911,1.5225,Providence
256,Ashley Gray,0.7929,-1.9916,-1.1986,Alabama State
257,Ashley Hawkins,-1.3766,7.2306,5.854,Santa Clara
258,Ashley Redd,-2.6115,1.5844,-1.0271,Binghamton
259,Ashley Sofilkanich,3.5914,4.5699,8.1613,Michigan
260,Ashlon Jackson,2.2498,7.19,9.4398,Duke
261,Ashlyn Howard,-1.1731,-1.5687,-2.7418,UAB
262,Ashlyn Traylor-Walker,-0.8523,3.2937,2.4414,SFA
263,Ashlynn Chlarson,0.1667,0.9638,1.1305,Arkansas
264,Ashlynn Shade,5.1639,5.8004,10.9643,UConn
265,Ashna Tambe,-0.0556,-0.5999,-0.6555,Penn
266,Ashton Judd,0.329,3.2162,3.5452,Texas
267,Asia Boone,1.6685,7.029,8.6974,Kentucky
268,Asia Wilson,-1.484,-3.8937,-5.3777,Holy Cross
269,Asianae Nicholson,-2.4189,1.8637,-0.5551,Charlotte
270,Asta Blauenfeldt,-2.8825,1.1074,-1.7751,Maine
271,Astera Tuhina,-0.356,2.192,1.836,Oregon
272,Athena Tomlinson,-2.4313,0.9072,-1.5242,Boston College
273,Aubrey Beckham,-0.272,0.8659,0.5939,Georgia
274,Aubrey Blankenship,-4.9109,-1.4841,-6.395,Samford
275,Aubrey Galvan,2.2719,9.9072,12.179,Vanderbilt
276,Aubrey Herrin,0.4136,1.4543,1.8679,Portland
277,Aubrey Shaw,0.1923,1.4898,1.6822,Harvard
278,Aubri Wilkins,-0.6449,-2.0671,-2.712,Southern U.
279,Aubrie Kierscht,-5.0983,2.9258,-2.1726,USC Upstate
280,Audi Crooks,0.3039,14.141,14.4449,Iowa State
281,Audia Young,-3.4439,-1.2897,-4.7336,Xavier
282,Audreonia Benson,-1.9044,0.0827,-1.8218,UCF
283,Audrey Annee,-1.0447,-2.6344,-3.6791,Army West Point
284,Audrey Biggs,-1.5928,-1.0456,-2.6384,Pittsburgh
285,Audrey Ericksen,-3.4106,-0.6597,-4.0703,Boston U.
286,Audrey Shields,0.4272,-3.0678,-2.6406,Providence
287,Aurora Almon,-1.801,1.5214,-0.2796,Syracuse
288,Aurora Sørbye,-3.0674,1.8006,-1.2667,Wake Forest
289,Austeja Babraitis,-0.0815,-0.0408,-0.1223,Providence
290,Ava Black,2.2974,4.1848,6.4822,Vanderbilt
291,Ava Card,-2.6632,0.3962,-2.267,Chattanooga
292,Ava Heiden,5.2053,11.0503,16.2556,Iowa
293,Ava Johnson,-2.8858,-4.3555,-7.2414,Le Moyne
294,Ava Krumwiede,0.4216,-0.6421,-0.2205,Harvard
295,Ava Locklear,-1.1266,3.7772,2.6507,NJIT
296,Ava McGee,-1.2604,0.891,-0.3694,Boston College
297,Ava McKennie,-0.3,0.587,0.287,Maryland
298,Ava Renninger,-2.9932,3.4363,0.4431,FDU
299,Ava Sawi,-1.094,0.7384,-0.3557,Radford
300,Ava Schmidt,0.7397,6.7051,7.4448,Santa Clara
301,Ava Smith,-9.2998,-0.8576,-10.1573,Bellarmine
302,Ava Watson,3.0074,5.893,8.9004,Ohio State
303,Ava Zediker,-0.3274,5.4871,5.1597,Creighton
304,Avari Berry,1.3616,0.1755,1.5371,McNeese
305,Avary Brewer,0.8818,-4.7555,-3.8737,Samford
306,Avary Cain,1.4188,3.6684,5.0871,Oregon
307,Averie Harding,-0.9173,-0.4583,-1.3756,New Hampshire
308,Avery Gordon,-1.0164,2.018,1.0015,Purdue
309,Avery Hjelmstad,-0.5628,3.4195,2.8567,Utah
310,Avery Howell,3.7987,9.5722,13.3709,Washington
311,Avery O'Roke,-1.1248,-0.4172,-1.542,NJIT
312,Avery Simmons,-0.7155,-1.7611,-2.4766,Loyola Maryland
313,Avery Treadwell,-1.6373,2.3986,0.7613,Florida State
314,Awa Fane,-0.8934,0.7987,-0.0946,Mississippi State
315,Ayanna Jackson,-2.1656,0.2585,-1.9071,Texas Southern
316,Ayanna Patterson,-0.345,2.0207,1.6758,UConn
317,Ayanna Thompson,-4.3122,1.1245,-3.1877,SMU
318,Ayla McDowell,0.645,6.064,6.7089,South Carolina
319,Ayla Williams,0.6718,-0.3926,0.2793,San Diego
320,Aysia Hinton,-1.0598,1.062,0.0023,N.C. Central
321,Aysia Proctor,-1.1187,5.5759,4.4572,North Texas
322,Ayuen Akot,-0.2999,-0.1395,-0.4394,Marquette
323,Azanah Campbell,0.0748,0.3954,0.4702,Bryant
324,Aziyah Farrier,1.2978,0.4257,1.7234,SFA
325,Azjah Reeves,-1.129,-2.0113,-3.1403,Wichita State
326,Azzi Fudd,6.4084,12.8306,19.239,UConn
327,Bailey Burns,-2.1138,1.0378,-1.0761,Jacksonville
328,Bailey Gilmore,0.1452,-2.6917,-2.5465,Memphis
329,Bailey Maupin,0.1869,6.3527,6.5396,Texas Tech
330,Bati Assefa,-4.0449,-3.0017,-7.0467,Saint Francis
331,Beatrice Culliton,0.9267,-0.4513,0.4754,Oklahoma
332,Beautiful Waheed,0.6138,3.1442,3.758,St. John's (NY)
333,Bella Fontleroy,4.1769,3.4662,7.6431,Baylor
334,Bella Green,-1.44,1.5044,0.0644,Pepperdine
335,Bella Hines,2.0296,6.7651,8.7948,LSU
336,Bella Mallory,-0.3845,1.2867,0.9022,Stonehill
337,Bella McLaughlin,-3.2848,0.1081,-3.1767,Boston U.
338,Bella Pucci,-2.5535,5.5207,2.9672,Binghamton
339,Bella Stuart,-0.7395,-0.0378,-0.7773,UAlbany
340,Bella Tehrani,-0.947,-0.3601,-1.3071,Notre Dame
341,Bella Toomey,-0.5011,3.2141,2.713,FDU
342,Belle Bramer,-1.6067,5.148,3.5413,Lehigh
343,Berry Wallace,-1.1278,9.319,8.1912,Illinois
344,Bethany Graves,-2.5636,-0.984,-3.5477,Southeastern La.
345,Betsey Burnett,-1.5465,-2.0106,-3.557,Western Caro.
346,Blanca Quinonez,6.439,6.3165,12.7555,UConn
347,Blanca Thomas,0.954,-1.2297,-0.2757,North Carolina
348,Blessing Adebanjo,1.602,-1.1943,0.4077,Arizona
349,Bolanle Yussuf,1.1682,0.5114,1.6796,BYU
350,Bonnie Deas,0.7314,4.0574,4.7888,Arkansas
351,Brady Branam,-0.4516,0.0738,-0.3779,Wofford
352,Braeden Gunlock,-0.3738,0.9991,0.6253,BYU
353,Braelynn Barnett,0.6367,0.7323,1.369,Georgetown
354,Brandie Harrod,0.3227,-0.1604,0.1623,Kansas State
355,Bre'Yon White,-1.0745,-0.434,-1.5085,Wichita State
356,Breah Franks,-1.657,-2.5491,-4.2061,Queens (NC)
357,Breana Delaney,-5.8636,-2.3266,-8.1902,Stonehill
358,Breanna Williams,1.2105,2.1216,3.3321,Maryland
359,Breauna Ware,-0.1156,1.0003,0.8847,Wisconsin
360,Breazia Robinson,-2.2682,-1.5753,-3.8435,Florida A&M
361,Brecken Snotherly,-1.2975,2.6587,1.3612,High Point
362,Bree Stephens,2.2244,4.3571,6.5815,Central Ark.
363,Breelyn Sanborn,-0.7384,-0.0917,-0.8301,UIW
364,Brenae Jones-Grant,-2.0519,4.5348,2.4829,Queens (NC)
365,Breona Hurd,1.2845,0.8498,2.1344,Virginia
366,Breya Cunningham,4.0078,5.9621,9.9699,Texas
367,Bria McClure,-1.5748,-1.1125,-2.6873,UIW
368,Briah Hampton,-0.9576,-1.3416,-2.2992,Ark.-Pine Bluff
369,Brialle Washington,-3.5174,0.307,-3.2104,New Orleans
370,Briana Peguero,-1.1965,1.2026,0.0061,Houston
371,Briana Rivera,-5.2884,4.1926,-1.0958,Samford
372,Brianna Byars,-0.5363,0.769,0.2327,Georgetown
373,Brianna Hill,-3.1865,-0.6167,-3.8032,Chicago State
374,Brianna McDermott,-0.7012,-1.7192,-2.4203,Holy Cross
375,Brianna Mead,-1.2192,0.1655,-1.0537,Temple
376,Brianna Scott,-0.0682,4.907,4.8388,Georgetown
377,Brianna Turnage,5.631,2.7567,8.3877,Georgia Tech
378,Bridget Utberg,0.1738,1.235,1.4088,Marquette
379,Brinley Cannon,2.9492,3.3022,6.2514,BYU
380,Briontanay Marshall,-3.7347,-3.3406,-7.0752,Ark.-Pine Bluff
381,Britt Prince,1.0516,11.8512,12.9028,Nebraska
382,Brittany Harshaw,-0.2983,0.8258,0.5275,Kansas
383,Brooke Baisley,-0.2871,0.183,-0.1041,Boston U.
384,Brooke Bender,0.6162,3.7286,4.3448,Villanova
385,Brooke Hallman,-1.4296,-0.4133,-1.8429,North Ala.
386,Brooke Hollawell,-1.7902,-0.0747,-1.8649,Dartmouth
387,Brooke Moore,0.3456,5.2368,5.5824,St. John's (NY)
388,Brooke Paquette,-5.4193,1.1124,-4.3069,Stonehill
389,Brooke Q Daniels,1.3763,5.9926,7.369,Michigan
390,Brooke Suttle,0.8459,2.4892,3.3351,Penn
391,Brooke Walker,0.9143,-0.0008,0.9135,Utah
392,Brooke Wilson,-1.2496,-2.6819,-3.9315,Army West Point
393,Brooklyn Alexander,-0.466,0.6661,0.2001,Memphis
394,Brooklyn King,1.6605,-1.2981,0.3623,Furman
395,Brooklyn Shamblin,0.7225,0.2108,0.9333,Southern California
396,Brooklyn Stewart,-0.0061,5.2588,5.2527,Oklahoma
397,Brooklyn Swann,-2.5792,-1.0672,-3.6464,Florida A&M
398,Brooklynn Charlo,-2.6183,-0.9749,-3.5933,Memphis
399,Bruna Anguera,-2.5529,-2.7838,-5.3367,A&M-Corpus Christi
400,Bryanna Preston,2.6619,5.566,8.2279,Texas
401,Brylee Glenn,1.376,3.7414,5.1173,Minnesota
402,Bryn Martin,1.4635,3.8514,5.3149,Ohio State
403,Brynn Beffert,-0.9517,1.1298,0.1781,Lafayette
404,Brynn Eshoo,-0.8279,-0.4108,-1.2387,Tulsa
405,Brynn Lusby,-3.5736,3.4101,-0.1636,UIW
406,Brynn McCurry,1.4446,6.9779,8.4225,Villanova
407,Brynn McGaughy,0.929,4.8747,5.8037,Washington
408,Brynn Senden,0.427,1.1685,1.5955,Minnesota
409,Brynn Smith,-1.7209,0.6398,-1.0811,Portland
410,Bukky Akinsola,-1.3128,-0.8467,-2.1595,North Ala.
411,CC Mays,-0.0543,1.0159,0.9616,Tulane
412,CJ Wilson,-4.6616,0.9475,-3.7141,Prairie View
413,Caelan Ellis,-5.3919,1.4607,-3.9312,Charleston So.
414,Caia Elisaldez,-2.1802,5.0836,2.9034,Chattanooga
415,Caiside Snapp,-1.221,-0.8075,-2.0285,Mississippi Val.
416,Caitlin Monahan,-0.4396,1.2674,0.8278,Portland
417,Caitlin Staley,0.667,-1.877,-1.21,Charlotte
418,Caitlin Weimar,2.0283,7.7836,9.8119,Virginia
419,Caitlyn Jones,-0.0105,3.3899,3.3794,Wake Forest
420,Cali Smallwood,-3.4172,5.5923,2.1751,UAB
